	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
Dicistroviridae	0.0	0.0	0.0	0.0	2.8529042565331506e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Diaporthales unclassified	0.0	0.0	2.312673450508788e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfurococcaceae	0.0	0.0	2.312673450508788e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Desulfurobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Desulfurellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Delta/epsilon subdivisions unclassified	0.0	0.0	2.312673450508788e-05	0.0	5.705808513066301e-05	4.816955684007707e-05	0.0	5.225206395652628e-05	6.794170601623807e-05	0.0	4.2211903756859436e-05	3.058197498394446e-05
Cryptosporangiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020900825582610512	0.0	0.00033723021582733815	0.0	0.0
Chloroflexia unclassified	0.0	0.0	0.0	2.4494194875814433e-05	2.8529042565331506e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coriobacteriia unclassified	0.0	0.00014597474636887818	4.625346901017576e-05	2.4494194875814433e-05	8.558712769599452e-05	0.00014450867052023122	5.765848877100931e-05	0.00010450412791305256	0.00013588341203247614	0.00014988009592326138	0.0001266357112705783	6.116394996788892e-05
Coriobacteriales unclassified	0.0	0.0	4.625346901017576e-05	0.0	0.0	4.816955684007707e-05	5.765848877100931e-05	5.225206395652628e-05	3.3970853008119036e-05	0.00011241007194244605	8.442380751371887e-05	9.174592495183338e-05
Conexibacteraceae	0.0	0.0	0.00016188714153561517	0.00017145936413070101	0.00019970329795732054	0.0004816955684007707	0.0004612679101680745	0.00028738635176089454	0.00047559194211366647	0.0004121702637889688	0.0	0.00036698369980733353
Competibacteraceae	0.0	0.0	0.0005087881591119334	0.0005878606770195464	0.0002567613830879836	0.0004816955684007707	0.0009513650647216536	0.000365764447695684	0.0010870672962598092	0.0004121702637889688	0.0005909666525960321	0.0006422214746628337
Clostridiales Family XIII. Incertae Sedis	0.0	7.298737318443909e-05	0.0	0.0	2.8529042565331506e-05	0.0	0.0	2.612603197826314e-05	0.0	0.0	0.0	0.0
Chrysiogenaceae	0.0	0.0	0.0	0.0	0.0	0.0001926782273603083	0.0	0.0002612603197826314	0.0	0.0	0.0003376952300548755	0.00012232789993577784
Chloroflexineae unclassified	0.0	0.0	2.312673450508788e-05	4.8988389751628865e-05	8.558712769599452e-05	4.816955684007707e-05	5.765848877100931e-05	2.612603197826314e-05	0.0002038251180487142	0.00011241007194244605	0.0	0.0
Candidatus Collierbacteria unclassified	0.0	7.298737318443909e-05	0.0	4.8988389751628865e-05	0.0	4.816955684007707e-05	2.8829244385504656e-05	0.0	3.3970853008119036e-05	3.7470023980815345e-05	4.2211903756859436e-05	6.116394996788892e-05
Candidatus Campbellbacteria unclassified	0.0	0.00036493686592219544	4.625346901017576e-05	2.4494194875814433e-05	0.00011411617026132602	4.816955684007707e-05	0.0	7.837809593478942e-05	3.3970853008119036e-05	0.0	4.2211903756859436e-05	3.058197498394446e-05
Candidatus Calescamantes unclassified	0.0	0.0	0.0	0.0	2.8529042565331506e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aeromonadales unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2211903756859436e-05	0.0
Ardenticatenaceae	0.0	0.0	0.0	0.00019595355900651546	0.0002567613830879836	0.00024084778420038535	0.0003459509326260559	0.0	0.0007133879131704997	0.0	0.0005909666525960321	0.0004281476497752225
Archaeoglobaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Aquificaceae	0.0	0.0	6.938020351526365e-05	2.4494194875814433e-05	2.8529042565331506e-05	0.0	2.8829244385504656e-05	0.0	0.0	0.0	0.0	6.116394996788892e-05
Apicomplexa unclassified	0.0	0.0	0.0	2.4494194875814433e-05	0.0	0.0	2.8829244385504656e-05	0.0	0.0	0.0	0.0	0.0
Amoebophilaceae	0.0	0.0	0.0	0.0	5.705808513066301e-05	0.0	0.0	0.0	3.3970853008119036e-05	0.0	0.0	0.0
Agaricomycetes unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Agaricales unclassified	0.0	0.0	0.0	0.0	2.8529042565331506e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinopolysporaceae	0.0	0.0	0.0	0.0	0.0	0.0	2.8829244385504656e-05	0.0	0.0	0.0	0.0	0.0
Acidithiobacillaceae	0.0	0.0	4.625346901017576e-05	0.0	0.00022823234052265205	0.0	0.0	0.00010450412791305256	3.3970853008119036e-05	0.0	0.0	0.0
Acidimicrobiales unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3970853008119036e-05	3.7470023980815345e-05	0.0	0.0
Acholeplasmatales unclassified	0.0	0.0	0.0	0.0	0.0	0.0	2.8829244385504656e-05	0.0	0.0	0.0	0.0	0.0
Acholeplasmataceae	0.0	7.298737318443909e-05	0.0	2.4494194875814433e-05	0.0	0.0	0.0	5.225206395652628e-05	0.0	0.0	0.0	3.058197498394446e-05
Thermotogae unclassified_phylum_200918	0.0	0.0	0.0	0.0	0.0	0.0	2.8829244385504656e-05	0.0	0.0	0.0	0.0	3.058197498394446e-05
Thermotogae unclassified__188708	0.0	0.00014597474636887818	6.938020351526365e-05	0.0	0.0	0.0	5.765848877100931e-05	5.225206395652628e-05	3.3970853008119036e-05	0.0	0.0	0.0
Gemmatimonadetes unclassified_class_219685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014988009592326138	0.0	0.0
Ascomycota unclassified	0.0	7.298737318443909e-05	0.0	2.4494194875814433e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteriovoracaceae	0.0	0.0	2.312673450508788e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Brocadiaceae	0.0	0.0	0.0	2.4494194875814433e-05	0.0	4.816955684007707e-05	0.0	0.0	6.794170601623807e-05	0.0	8.442380751371887e-05	3.058197498394446e-05
Candidate division NC10 unclassified	0.0	0.0	0.0	0.0	0.0	0.0008188824662813102	0.0	0.0	0.00023779597105683323	0.0	0.000675390460109751	0.0006728034496467782
Candidatus Berkelbacteria unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.837809593478942e-05	0.0	0.0	4.2211903756859436e-05	3.058197498394446e-05
Candidatus Beckwithbacteria unclassified	0.0	7.298737318443909e-05	2.312673450508788e-05	4.8988389751628865e-05	0.0	0.0	8.648773315651397e-05	2.612603197826314e-05	3.3970853008119036e-05	0.0	0.0001266357112705783	9.174592495183338e-05
Candidatus Bathyarchaeota unclassified	0.0	0.0	0.0	0.0	2.8529042565331506e-05	0.0	0.0	0.0	0.0	0.0	4.2211903756859436e-05	0.0
Candidatus Azambacteria unclassified	0.0	7.298737318443909e-05	2.312673450508788e-05	4.8988389751628865e-05	2.8529042565331506e-05	0.00014450867052023122	2.8829244385504656e-05	0.0	0.0	3.7470023980815345e-05	0.0	3.058197498394446e-05
Candidatus Amesbacteria unclassified	0.0	7.298737318443909e-05	0.0	0.0	5.705808513066301e-05	0.0001926782273603083	2.8829244385504656e-05	2.612603197826314e-05	6.794170601623807e-05	3.7470023980815345e-05	4.2211903756859436e-05	6.116394996788892e-05
Candidatus Adlerbacteria unclassified	0.0	7.298737318443909e-05	2.312673450508788e-05	2.4494194875814433e-05	2.8529042565331506e-05	0.0	0.0	2.612603197826314e-05	3.3970853008119036e-05	3.7470023980815345e-05	4.2211903756859436e-05	0.0
Candidatus Acetothermia unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042211903756859433	0.0002446557998715557
Candidate division CPR3 unclassified	0.0	0.0	2.312673450508788e-05	0.0	0.0	9.633911368015414e-05	0.0	2.612603197826314e-05	0.0	0.0	0.0	0.0
Bartonellaceae	0.0	0.0	0.0	0.0	2.8529042565331506e-05	0.0	8.648773315651397e-05	7.837809593478942e-05	0.0	0.0	0.0	6.116394996788892e-05
Caliciviridae	0.0	0.0	2.312673450508788e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bromoviridae	0.0	0.0	0.0	0.0	0.0	4.816955684007707e-05	0.0	0.0	0.0	0.0	0.0	0.0
Botryosphaeriaceae	0.0	0.0	0.0	4.8988389751628865e-05	0.0	4.816955684007707e-05	2.8829244385504656e-05	0.0	0.0	0.0	8.442380751371887e-05	0.0
Blastocatellia unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002446557998715557
Bdellovibrionales unclassified	0.0	0.0	0.0	2.4494194875814433e-05	2.8529042565331506e-05	0.0	0.0	0.0	6.794170601623807e-05	3.7470023980815345e-05	4.2211903756859436e-05	0.0
Bdellovibrionaceae	0.0	0.0	0.0	2.4494194875814433e-05	2.8529042565331506e-05	0.0	0.0	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Basidiomycota unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3970853008119036e-05	0.0	4.2211903756859436e-05	3.058197498394446e-05
Dikarya unclassified	0.0	0.0	2.312673450508788e-05	7.34825846274433e-05	2.8529042565331506e-05	4.816955684007707e-05	8.648773315651397e-05	7.837809593478942e-05	6.794170601623807e-05	0.0	0.0	9.174592495183338e-05
DsDNA viruses, no RNA stage unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Eimeriidae	0.0	0.0	0.0	0.0	2.8529042565331506e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methanocorpusculaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.794170601623807e-05	0.0	0.0	0.0
Methylophilales unclassified	0.0	0.0	2.312673450508788e-05	2.4494194875814433e-05	0.0	4.816955684007707e-05	0.0	0.0	3.3970853008119036e-05	0.0	8.442380751371887e-05	0.0
Methylococcales unclassified	0.0	0.0	0.0	0.0	2.8529042565331506e-05	0.0	2.8829244385504656e-05	0.0	3.3970853008119036e-05	0.0	0.0	0.0
Methanosarcinales unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.612603197826314e-05	0.0	0.0	0.0	3.058197498394446e-05
Methanoregulaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Methanomicrobiales unclassified	0.0	7.298737318443909e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.116394996788892e-05
Methanomicrobia unclassified	0.0	7.298737318443909e-05	2.312673450508788e-05	0.0	0.0	9.633911368015414e-05	0.0	7.837809593478942e-05	3.3970853008119036e-05	0.0	0.0	3.058197498394446e-05
Methanomassiliicoccaceae	0.0	0.0	0.0	0.0	0.0	4.816955684007707e-05	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Methanococcales unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Microbulbiferaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3970853008119036e-05	0.0	0.0	0.0
Methanococcaceae	0.0	0.0	0.0	0.0	2.8529042565331506e-05	0.0	0.0	2.612603197826314e-05	0.0	0.0	0.0	0.0
Methanocellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Methanocaldococcaceae	0.0	0.0	2.312673450508788e-05	0.0	0.0	0.0	0.0	2.612603197826314e-05	3.3970853008119036e-05	0.0	8.442380751371887e-05	0.0
Methanobacteriaceae	0.0	0.00014597474636887818	0.0	2.4494194875814433e-05	5.705808513066301e-05	9.633911368015414e-05	5.765848877100931e-05	7.837809593478942e-05	6.794170601623807e-05	3.7470023980815345e-05	0.0	6.116394996788892e-05
Marinifilaceae	0.0	0.0	0.0	0.0	0.00019970329795732054	0.0	0.00037478017701156053	0.0	0.0	0.0	0.0	0.0
Listeriaceae	0.0	7.298737318443909e-05	6.938020351526365e-05	9.797677950325773e-05	0.0	0.0	8.648773315651397e-05	0.0	3.3970853008119036e-05	0.0	0.0	0.0
Limnochordaceae	0.0	0.0	0.0001387604070305273	0.0	0.0004564646810453041	0.00043352601156069364	0.00037478017701156053	0.0003135123837391577	0.0003057376770730713	0.00048711031175059953	0.000675390460109751	0.0004281476497752225
Methylothermaceae	0.0	0.00014597474636887818	0.0002775208140610546	0.00012247097437907215	8.558712769599452e-05	0.0	0.00023063395508403725	0.00028738635176089454	0.0005435336481299046	0.0	0.0002532714225411566	0.00036698369980733353
Microchaetaceae	0.0	7.298737318443909e-05	6.938020351526365e-05	0.0006613432616469897	2.8529042565331506e-05	4.816955684007707e-05	0.0007207311096376164	0.0	0.0005775045011380236	0.0004496402877697842	0.0	0.0
Leptotrichiaceae	0.0	0.00014597474636887818	0.0	0.0	2.8529042565331506e-05	0.0	2.8829244385504656e-05	2.612603197826314e-05	0.0	0.0	0.0	3.058197498394446e-05
Nannocystineae unclassified	0.0	0.0	4.625346901017576e-05	4.8988389751628865e-05	0.0	4.816955684007707e-05	2.8829244385504656e-05	2.612603197826314e-05	3.3970853008119036e-05	3.7470023980815345e-05	0.0	9.174592495183338e-05
Ophiostomataceae	0.0	0.0	0.0	2.4494194875814433e-05	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Omnitrophica unclassified	0.0	0.0	2.312673450508788e-05	0.0	2.8529042565331506e-05	0.0008188824662813102	0.0	0.0	0.00013588341203247614	0.0	0.0004643309413254538	0.0005810575246949448
Nodaviridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	4.2211903756859436e-05	0.0
Nitrososphaeraceae	0.0	0.0	2.312673450508788e-05	0.0	0.0	0.0	0.0	0.0	6.794170601623807e-05	0.0	0.0	3.058197498394446e-05
Nitrosopumilaceae	0.0	0.0	0.0	0.0	0.0	9.633911368015414e-05	5.765848877100931e-05	2.612603197826314e-05	0.0	0.00011241007194244605	0.0	0.0
Nitriliruptoraceae	0.0	0.0	0.0002543940795559667	0.00022044775388232988	0.00028529042565331506	0.0	0.0003171216882405512	0.0	0.0002038251180487142	0.0	0.0	0.00015290987491972232
Nevskiales unclassified	0.0	0.0	0.0	2.4494194875814433e-05	0.0	0.0	2.8829244385504656e-05	0.0	0.0	0.0	0.0	0.0
Myxotrichaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Microthrixaceae	0.0	0.0	0.0	0.00022044775388232988	0.0	0.0	0.0	0.0	0.0	0.0004496402877697842	0.0	0.0
Myoviridae	0.0	0.0	0.0	2.4494194875814433e-05	5.705808513066301e-05	0.0	0.0	2.612603197826314e-05	0.0	0.0	0.0	3.058197498394446e-05
Mycosphaerellaceae	0.0	0.0	0.0	2.4494194875814433e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycoplasmataceae	0.0	7.298737318443909e-05	0.0	2.4494194875814433e-05	0.0	0.0	2.8829244385504656e-05	0.0	3.3970853008119036e-05	3.7470023980815345e-05	0.0	0.0
Mucorales unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3970853008119036e-05	0.0	0.0	0.0
Mollicutes unclassified	0.0	0.00029194949273775636	0.0	0.0	2.8529042565331506e-05	0.0	0.0	2.612603197826314e-05	0.0	0.0	0.0	0.0
Mimiviridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Microviridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Leuconostocaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.612603197826314e-05	6.794170601623807e-05	3.7470023980815345e-05	0.0	0.0
Leotiomyceta unclassified	0.0	0.0	0.0	0.000563366482143732	0.0	9.633911368015414e-05	0.0005477556433245885	0.00010450412791305256	0.0005095627951217855	7.494004796163069e-05	0.0	0.0
Enterococcaceae	0.0	0.00029194949273775636	4.625346901017576e-05	2.4494194875814433e-05	0.00014264521282665753	9.633911368015414e-05	5.765848877100931e-05	2.612603197826314e-05	6.794170601623807e-05	7.494004796163069e-05	4.2211903756859436e-05	0.00012232789993577784
Ferroplasmaceae	0.0	7.298737318443909e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2211903756859436e-05	0.0
Fusobacteriales unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Fuselloviridae	0.0	0.0	0.0	2.4494194875814433e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fungi unclassified	0.0	0.0	0.0	2.4494194875814433e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Francisellaceae	0.0	0.0	0.0	0.0003674129231372165	0.00011411617026132602	4.816955684007707e-05	0.0007207311096376164	0.00015675619186957885	0.0006114753541461426	0.0	0.0	0.0
Fimbriimonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004121702637889688	0.0	0.0
Fibrobacteres unclassified	0.0	7.298737318443909e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fervidobacteriaceae	0.0	7.298737318443909e-05	4.625346901017576e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Ferrimonadaceae	0.0	7.298737318443909e-05	0.00016188714153561517	0.0	0.0	0.0	5.765848877100931e-05	7.837809593478942e-05	0.0	3.7470023980815345e-05	0.0	0.0
Hahellaceae	0.0	0.0	0.0	0.0	0.0	4.816955684007707e-05	0.0	5.225206395652628e-05	0.0	0.0	0.0	0.0
Eurotiomycetes unclassified	0.0	0.0	0.0	2.4494194875814433e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eurotiales unclassified	0.0	0.0	0.0	0.0	0.0	0.0	2.8829244385504656e-05	0.0	0.0	0.0	0.0	0.0
Eucoccidiorida unclassified	0.0	0.0	2.312673450508788e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacteriaceae	0.0	7.298737318443909e-05	4.625346901017576e-05	0.0	0.0	9.633911368015414e-05	2.8829244385504656e-05	0.0	3.3970853008119036e-05	0.00011241007194244605	0.0	3.058197498394446e-05
Erysipelotrichaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Epsilonproteobacteria unclassified	0.0	7.298737318443909e-05	2.312673450508788e-05	0.0	5.705808513066301e-05	0.0	5.765848877100931e-05	5.225206395652628e-05	0.0	7.494004796163069e-05	8.442380751371887e-05	0.0
Entomoplasmataceae	0.0	0.0	2.312673450508788e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gallionellaceae	0.0	0.0	0.0	0.00017145936413070101	0.0	4.816955684007707e-05	0.00014414622192752329	0.0001306301598913157	0.0	0.00033723021582733815	0.0	0.0
Halobacteriales unclassified	0.0	7.298737318443909e-05	0.0	0.0	2.8529042565331506e-05	0.0	2.8829244385504656e-05	0.0	3.3970853008119036e-05	3.7470023980815345e-05	4.2211903756859436e-05	0.0
Lentisphaerae unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3970853008119036e-05	0.0	0.0	0.0
Inoviridae	0.0	0.0	0.0	2.4494194875814433e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Legionellales unclassified	0.0	0.0	2.312673450508788e-05	2.4494194875814433e-05	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Latescibacteria unclassified	0.0	0.0	0.00011563367252543941	2.4494194875814433e-05	0.0	0.0	2.8829244385504656e-05	7.837809593478942e-05	0.0	3.7470023980815345e-05	0.0004643309413254538	0.00015290987491972232
Ktedonobacteria unclassified	0.0	0.0	0.0	0.0	0.0	0.0	2.8829244385504656e-05	0.0	0.0	0.0	0.0	0.0
Kosmotogaceae	0.0	0.0	0.00016188714153561517	0.0	2.8529042565331506e-05	0.0	0.0	0.0017765701745218936	0.0	7.494004796163069e-05	0.0002532714225411566	0.00012232789993577784
Kordiimonadaceae	0.0	0.0	2.312673450508788e-05	0.0001469651692548866	0.0	0.0	0.00017297546631302795	0.0	0.0	0.0	0.0	0.0
Kineosporiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Kiloniellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Ignavibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0006262042389210019	0.0	0.0	0.0	0.0004121702637889688	0.0	0.0
Halobacteroidaceae	0.0	0.00014597474636887818	0.0010869565217391304	0.0	0.0	0.0	5.765848877100931e-05	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Hypocreomycetidae unclassified	0.0	0.0	0.0	0.0	0.0	0.0	2.8829244385504656e-05	2.612603197826314e-05	0.0	0.0	0.0	0.0
Hypocreales unclassified	0.0	0.0	0.0	4.8988389751628865e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenothermaceae	0.0	0.0	0.0	0.0	5.705808513066301e-05	4.816955684007707e-05	2.8829244385504656e-05	2.612603197826314e-05	0.0	0.0	4.2211903756859436e-05	6.116394996788892e-05
Holosporaceae	0.0	0.0	2.312673450508788e-05	0.0	0.0	0.0	0.0	0.0	3.3970853008119036e-05	0.0	4.2211903756859436e-05	0.0
Herpesviridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Heliobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000182882223847842	0.00023779597105683323	0.0	0.0	0.0
Zetaproteobacteria unclassified	0.0	0.0	0.0	0.0	2.8529042565331506e-05	0.0	2.8829244385504656e-05	5.225206395652628e-05	3.3970853008119036e-05	3.7470023980815345e-05	0.0	3.058197498394446e-05
