	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
Candidatus Rokubacteria unclassified	0.0004138730237563116	0.0	0.00018501387604070305	0.0002449419487581443	0.00014264521282665753	0.0009633911368015414	0.0004612679101680745	0.00033963841571742084	0.0004076502360974284	0.00033723021582733815	0.0007176023638666104	0.0005810575246949448
Cellulomonadaceae	0.0004138730237563116	0.00014597474636887818	0.00030064754856614246	0.0004653897026404742	0.00028529042565331506	0.0007707129094412332	0.0003459509326260559	0.00039189047967394715	0.0005435336481299046	0.0003747002398081535	0.0005909666525960321	0.0006728034496467782
Brucellaceae	0.0004138730237563116	0.00029194949273775636	0.00039315448658649397	0.0005143780923921031	0.0003708775533493096	0.0001926782273603083	0.0003459509326260559	0.0004963946075869996	0.0005775045011380236	0.00048711031175059953	0.0001266357112705783	0.0002752377748555002
Porphyromonadaceae	0.0004138730237563116	0.0010948105977665863	0.0006244218316373728	0.0004898838975162886	0.0012267488303092549	0.000722543352601156	0.000836048087179635	0.0010450412791305256	0.0008832421782110949	0.000749400479616307	0.000675390460109751	0.0005810575246949448
Bacilli unclassified	0.0004138730237563116	0.0004379242391066346	0.00016188714153561517	0.0002449419487581443	0.0002567613830879836	0.00014450867052023122	0.00023063395508403725	0.00015675619186957885	0.00013588341203247614	0.00014988009592326138	0.0002532714225411566	6.116394996788892e-05
Desulfomicrobiaceae	0.0004138730237563116	0.0007298737318443909	0.0016651248843663274	0.00026943614363395874	0.0011411617026132602	0.0022639691714836222	0.0014414622192752329	0.002612603197826314	0.0017664843564221897	0.0005995203836930455	0.002743773744195863	0.0020489923239242792
Bacteria candidate phyla unclassified	0.00037248572138068043	0.0005838989854755127	0.00018501387604070305	0.0001469651692548866	0.0004279356384799726	0.0018786127167630057	0.00037478017701156053	0.0004963946075869996	0.0007133879131704997	0.00029976019184652276	0.0016884761502743773	0.0012844429493256673
Prevotellaceae	0.00037248572138068043	7.298737318443909e-05	0.00046253469010175765	0.00034291872826140203	0.0006561679790026247	0.0003853564547206166	0.0005477556433245885	0.0005486466715435259	0.0006794170601623807	0.0004121702637889688	0.0007176023638666104	0.00045872962475916693
Corynebacteriaceae	0.00037248572138068043	0.00029194949273775636	0.0002543940795559667	0.00026943614363395874	0.0002567613830879836	0.000674373795761079	0.00043243866578256986	0.0005225206395652628	0.0007813296191867378	0.000749400479616307	0.000675390460109751	0.0011009510994220008
Thermithiobacillaceae	0.00037248572138068043	0.00029194949273775636	0.00016188714153561517	0.0004898838975162886	0.00011411617026132602	0.00024084778420038535	0.0003171216882405512	0.00039189047967394715	0.0002038251180487142	0.0004496402877697842	0.0005065428450823132	0.00030581974983944464
Thermoplasmatales unclassified	0.00033109841900504924	0.0	2.312673450508788e-05	0.0	0.00022823234052265205	0.0018786127167630057	0.0	0.00023513428780436827	0.00033970853008119035	0.0	0.0016884761502743773	0.0015902626991651121
Gordoniaceae	0.00033109841900504924	0.00014597474636887818	0.00020814061054579092	0.0004898838975162886	0.00028529042565331506	0.0004816955684007707	0.0008072188427941303	0.0005747727035217891	0.0003736793830893094	0.000636990407673861	0.0004643309413254538	0.0002752377748555002
Gloeobacterales unclassified	0.00033109841900504924	0.0	0.0	0.0006368490667711753	0.0002567613830879836	0.00028901734104046245	0.00028829244385504657	0.0	0.0005775045011380236	0.00048711031175059953	0.0	0.0
Streptosporangiaceae	0.00033109841900504924	7.298737318443909e-05	0.00011563367252543941	0.0005143780923921031	0.00017117425539198904	0.0004816955684007707	0.00037478017701156053	0.0004441425436304734	0.0005435336481299046	0.0006744604316546763	0.0008020261713803293	0.0005810575246949448
Desulfuromonadales unclassified	0.0002897111166294181	0.0004379242391066346	2.312673450508788e-05	0.0001469651692548866	0.00022823234052265205	0.00043352601156069364	0.00023063395508403725	0.000365764447695684	0.0002038251180487142	0.00026229016786570743	0.0002532714225411566	0.0004893115997431114
Lachnospiraceae	0.0002897111166294181	0.0006568863586599519	0.00030064754856614246	0.00022044775388232988	0.0003994065959146411	0.0005298651252408478	0.00028829244385504657	0.000365764447695684	0.0006114753541461426	0.0004496402877697842	0.00042211903756859433	0.00036698369980733353
Clostridiaceae	0.0002897111166294181	0.0019706590759798557	0.0003700277520814061	9.797677950325773e-05	0.0003138194682186466	0.0008188824662813102	0.0003459509326260559	0.00041801651165221024	0.0005775045011380236	0.00026229016786570743	0.00042211903756859433	0.0004893115997431114
FCB group unclassified	0.0002897111166294181	0.0	2.312673450508788e-05	9.797677950325773e-05	8.558712769599452e-05	9.633911368015414e-05	0.00040360942139706517	0.00047026857560873654	0.0001019125590243571	7.494004796163069e-05	0.0001266357112705783	0.00030581974983944464
Saprospiraceae	0.0002897111166294181	0.0	0.0002543940795559667	0.0029148091902219176	0.001968503937007874	0.0	0.0017009254187447748	0.0009144111192392099	0.0007473587661786188	0.000861810551558753	0.0	0.0
Neisseriaceae	0.0002897111166294181	0.00036493686592219544	0.00032377428307123034	0.0005388722872679175	0.00048499372361063563	0.0004816955684007707	0.00040360942139706517	0.00033963841571742084	0.0005095627951217855	0.00026229016786570743	0.00042211903756859433	0.0006116394996788893
Oscillospiraceae	0.0002897111166294181	0.0	4.625346901017576e-05	0.00012247097437907215	0.0	0.00014450867052023122	0.00020180471069853258	0.0001306301598913157	0.0002717668240649523	0.00018735011990407674	0.00037990713381173493	0.0002752377748555002
Algiphilaceae	0.0002897111166294181	0.0	0.00020814061054579092	0.00031842453338558764	0.00017117425539198904	0.0	0.00020180471069853258	0.00033963841571742084	0.0003736793830893094	0.00018735011990407674	0.0	0.00018349184990366677
Microgenomates group unclassified	0.0002897111166294181	7.298737318443909e-05	0.0001387604070305273	0.0003919071180130309	0.0002567613830879836	0.0007707129094412332	0.00040360942139706517	0.00028738635176089454	0.00013588341203247614	0.0005995203836930455	0.0004643309413254538	0.00030581974983944464
Wenzhouxiangellaceae	0.0002897111166294181	0.0	0.00023126734505087883	0.00044089550776465976	0.00011411617026132602	0.00043352601156069364	0.0003459509326260559	0.00028738635176089454	0.0003736793830893094	0.00033723021582733815	0.00037990713381173493	0.00030581974983944464
Fusobacteriaceae	0.0002897111166294181	0.0004379242391066346	0.0001387604070305273	7.34825846274433e-05	0.00011411617026132602	0.0001926782273603083	5.765848877100931e-05	0.0	0.0001019125590243571	0.00014988009592326138	8.442380751371887e-05	9.174592495183338e-05
Thermomonosporaceae	0.0002897111166294181	7.298737318443909e-05	0.00018501387604070305	0.0003674129231372165	0.0002567613830879836	0.0004816955684007707	0.0003459509326260559	0.0002612603197826314	0.0006454462071542617	0.0009367505995203837	0.00037990713381173493	0.0006728034496467782
Pseudoalteromonadaceae	0.00024832381425378696	0.00029194949273775636	0.00020814061054579092	0.00012247097437907215	0.00011411617026132602	4.816955684007707e-05	0.0003171216882405512	0.0001306301598913157	0.0002717668240649523	0.0002248201438848921	0.00016884761502743774	6.116394996788892e-05
Cryomorphaceae	0.00024832381425378696	0.00014597474636887818	4.625346901017576e-05	9.797677950325773e-05	0.00014264521282665753	4.816955684007707e-05	8.648773315651397e-05	0.00015675619186957885	0.00016985426504059517	0.00014988009592326138	8.442380751371887e-05	3.058197498394446e-05
PVC group unclassified	0.00024832381425378696	0.00014597474636887818	0.00016188714153561517	0.0001469651692548866	0.00017117425539198904	0.0003371868978805395	8.648773315651397e-05	0.000182882223847842	0.0004076502360974284	0.00011241007194244605	0.0003376952300548755	0.00039756567479127804
Streptosporangiales unclassified	0.00024832381425378696	7.298737318443909e-05	9.250693802035152e-05	0.00019595355900651546	0.00019970329795732054	0.00028901734104046245	0.0002594631994695419	0.00023513428780436827	0.00023779597105683323	0.00018735011990407674	0.00021105951878429716	0.0004281476497752225
Desulfonatronaceae	0.00024832381425378696	7.298737318443909e-05	0.0011332099907493062	0.0003919071180130309	0.0011982197877439234	0.0026493256262042388	0.0011243405310346817	0.002090082558261051	0.0014947175323572375	0.0008243405275779376	0.0032503165892781767	0.002171320223860057
Propionibacteriaceae	0.00024832381425378696	0.00029194949273775636	0.00016188714153561517	0.0002939303385097732	0.0002567613830879836	0.0003853564547206166	0.00028829244385504657	0.0002612603197826314	0.0002717668240649523	0.0004121702637889688	0.0007598142676234699	0.0005198935747270559
Pelobacteraceae	0.00024832381425378696	0.0002189621195533173	0.000578168362627197	9.797677950325773e-05	0.0005705808513066301	0.0008670520231213873	0.0002594631994695419	0.0008882850872609468	0.0012908924143085233	0.00029976019184652276	0.0007176023638666104	0.0011621150493898896
Caldilineaceae	0.00024832381425378696	0.0	0.0	0.00031842453338558764	0.0003994065959146411	0.0008670520231213873	0.0004612679101680745	0.00041801651165221024	0.0007133879131704997	0.0004496402877697842	0.000675390460109751	0.0007951313495825561
Nitrospiraceae	0.0002069365118781558	0.00014597474636887818	4.625346901017576e-05	0.00026943614363395874	5.705808513066301e-05	0.0003853564547206166	0.0006342433764811024	0.00023513428780436827	0.00047559194211366647	0.0005995203836930455	0.0005487547488391727	0.0002752377748555002
Simkaniaceae	0.0002069365118781558	0.0	0.0	0.00012247097437907215	0.00014264521282665753	4.816955684007707e-05	0.00017297546631302795	0.0	6.794170601623807e-05	0.00014988009592326138	0.0	9.174592495183338e-05
Helicobacteraceae	0.0002069365118781558	0.00029194949273775636	0.0001387604070305273	7.34825846274433e-05	0.00019970329795732054	0.00014450867052023122	0.00020180471069853258	7.837809593478942e-05	0.0001019125590243571	0.00011241007194244605	0.00016884761502743774	0.00012232789993577784
Atopobiaceae	0.0002069365118781558	7.298737318443909e-05	6.938020351526365e-05	7.34825846274433e-05	5.705808513066301e-05	0.0001926782273603083	0.00014414622192752329	0.0002612603197826314	6.794170601623807e-05	3.7470023980815345e-05	0.0002532714225411566	0.00030581974983944464
Flavobacteriales unclassified	0.0002069365118781558	0.0002189621195533173	0.00016188714153561517	0.00026943614363395874	0.0002567613830879836	0.0001926782273603083	0.00011531697754201862	5.225206395652628e-05	6.794170601623807e-05	3.7470023980815345e-05	8.442380751371887e-05	6.116394996788892e-05
Acidithiobacillales unclassified	0.0002069365118781558	0.0002189621195533173	0.00016188714153561517	0.00022044775388232988	0.00019970329795732054	0.0001926782273603083	0.0003459509326260559	0.0001306301598913157	0.00013588341203247614	7.494004796163069e-05	0.0001266357112705783	0.00015290987491972232
Planctomycetales unclassified	0.0002069365118781558	0.0	6.938020351526365e-05	7.34825846274433e-05	5.705808513066301e-05	0.00024084778420038535	8.648773315651397e-05	0.00015675619186957885	0.0003057376770730713	0.0002248201438848921	0.00037990713381173493	0.0002446557998715557
Sorangiineae unclassified	0.0002069365118781558	0.0	2.312673450508788e-05	0.0002449419487581443	0.0003708775533493096	0.00024084778420038535	0.0003459509326260559	0.000182882223847842	0.00013588341203247614	0.00029976019184652276	0.0003376952300548755	0.00021407382488761124
Archaea unclassified	0.0002069365118781558	0.0	6.938020351526365e-05	4.8988389751628865e-05	0.00011411617026132602	0.0013969171483622352	0.00011531697754201862	0.00041801651165221024	0.0008153004721948568	0.0009367505995203837	0.0002532714225411566	0.0011009510994220008
Methylophilaceae	0.0002069365118781558	0.0002189621195533173	9.250693802035152e-05	0.00022044775388232988	0.00017117425539198904	4.816955684007707e-05	0.0002594631994695419	7.837809593478942e-05	0.0002038251180487142	0.00014988009592326138	4.2211903756859436e-05	0.00018349184990366677
Natrialbaceae	0.0002069365118781558	7.298737318443909e-05	0.00016188714153561517	0.00019595355900651546	0.0	0.00014450867052023122	0.00011531697754201862	0.000182882223847842	0.00013588341203247614	0.0002248201438848921	0.0002532714225411566	0.00045872962475916693
Demequinaceae	0.0002069365118781558	0.00029194949273775636	0.00023126734505087883	0.0002449419487581443	0.00022823234052265205	0.000722543352601156	0.00037478017701156053	0.00028738635176089454	0.0003736793830893094	0.0005245803357314149	0.0003376952300548755	0.0004893115997431114
Prochlorococcaceae	0.0002069365118781558	7.298737318443909e-05	2.312673450508788e-05	9.797677950325773e-05	5.705808513066301e-05	0.00014450867052023122	0.00011531697754201862	5.225206395652628e-05	0.0001019125590243571	7.494004796163069e-05	4.2211903756859436e-05	0.00012232789993577784
Anaplasmataceae	0.00016554920950252462	0.00014597474636887818	0.0	2.4494194875814433e-05	5.705808513066301e-05	0.00014450867052023122	8.648773315651397e-05	0.0	3.3970853008119036e-05	0.0	4.2211903756859436e-05	6.116394996788892e-05
Dehalococcoidia unclassified	0.00016554920950252462	0.0	2.312673450508788e-05	4.8988389751628865e-05	5.705808513066301e-05	0.0011078998073217727	0.0002594631994695419	0.000182882223847842	0.0003057376770730713	0.00011241007194244605	0.0019839594765723935	0.0008257133245665005
Geodermatophilaceae	0.00016554920950252462	0.0	4.625346901017576e-05	2.4494194875814433e-05	2.8529042565331506e-05	0.00014450867052023122	8.648773315651397e-05	0.0	0.00047559194211366647	0.00018735011990407674	0.0002532714225411566	6.116394996788892e-05
Sutterellaceae	0.00016554920950252462	0.0	4.625346901017576e-05	2.4494194875814433e-05	5.705808513066301e-05	9.633911368015414e-05	5.765848877100931e-05	0.00010450412791305256	0.0001019125590243571	0.00014988009592326138	0.0	9.174592495183338e-05
Veillonellaceae	0.00016554920950252462	0.00014597474636887818	0.00023126734505087883	0.0002939303385097732	0.00034234851078397807	0.0007707129094412332	0.0003459509326260559	0.0005486466715435259	0.0006114753541461426	0.00048711031175059953	0.0005909666525960321	0.0007033854246307227
Anaerolineae unclassified	0.00016554920950252462	0.0	4.625346901017576e-05	2.4494194875814433e-05	5.705808513066301e-05	0.0006262042389210019	0.00043243866578256986	0.000365764447695684	0.0008153004721948568	0.0004496402877697842	0.0024905023216547067	0.0018349184990366677
Desulfobacterales unclassified	0.00016554920950252462	0.00014597474636887818	0.00023126734505087883	4.8988389751628865e-05	0.00017117425539198904	0.00043352601156069364	0.00011531697754201862	0.0003135123837391577	0.00044162108910554744	0.00018735011990407674	0.0003376952300548755	0.0004281476497752225
Alteromonadales unclassified	0.00016554920950252462	7.298737318443909e-05	0.0001387604070305273	9.797677950325773e-05	0.00019970329795732054	9.633911368015414e-05	0.00023063395508403725	0.00010450412791305256	0.00023779597105683323	0.00018735011990407674	0.0	0.00018349184990366677
Pseudomonadales unclassified	0.00016554920950252462	0.00029194949273775636	0.00020814061054579092	0.00019595355900651546	0.0004279356384799726	0.00028901734104046245	0.00017297546631302795	0.00023513428780436827	0.00023779597105683323	0.00018735011990407674	0.00016884761502743774	0.00015290987491972232
Ruminococcaceae	0.00016554920950252462	7.298737318443909e-05	0.00011563367252543941	0.00022044775388232988	0.00017117425539198904	0.00028901734104046245	0.0002594631994695419	0.00033963841571742084	0.00033970853008119035	0.00011241007194244605	0.00029548332629801604	0.00036698369980733353
Pasteurellaceae	0.00016554920950252462	0.0002189621195533173	6.938020351526365e-05	0.0	5.705808513066301e-05	9.633911368015414e-05	8.648773315651397e-05	0.0001306301598913157	3.3970853008119036e-05	0.0	0.0	0.00012232789993577784
Streptococcaceae	0.00016554920950252462	0.0005109116122910736	0.00020814061054579092	9.797677950325773e-05	0.00014264521282665753	0.00024084778420038535	0.00017297546631302795	0.0001306301598913157	0.00023779597105683323	0.0002248201438848921	0.00016884761502743774	0.00018349184990366677
Candidatus Moranbacteria unclassified	0.00016554920950252462	0.00014597474636887818	0.0001387604070305273	0.00012247097437907215	0.00011411617026132602	0.00024084778420038535	0.00014414622192752329	0.0002612603197826314	0.0002717668240649523	0.0002248201438848921	0.0001266357112705783	0.00018349184990366677
Coriobacteriaceae	0.00016554920950252462	0.00014597474636887818	0.00020814061054579092	0.00026943614363395874	0.00017117425539198904	0.0003371868978805395	0.0003171216882405512	0.0003135123837391577	0.00033970853008119035	0.0002248201438848921	0.00037990713381173493	0.00045872962475916693
Nostocales unclassified	0.00012416190712689348	0.0	0.00016188714153561517	0.00026943614363395874	2.8529042565331506e-05	4.816955684007707e-05	0.00023063395508403725	2.612603197826314e-05	0.0005095627951217855	0.00029976019184652276	4.2211903756859436e-05	0.00015290987491972232
Alicyclobacillaceae	0.00012416190712689348	0.0	4.625346901017576e-05	0.00012247097437907215	2.8529042565331506e-05	0.0001926782273603083	0.00020180471069853258	0.0001306301598913157	0.00016985426504059517	0.00014988009592326138	0.0003376952300548755	0.0005198935747270559
Piscirickettsiaceae	0.00012416190712689348	7.298737318443909e-05	0.00011563367252543941	4.8988389751628865e-05	8.558712769599452e-05	0.0	8.648773315651397e-05	0.0001306301598913157	0.00013588341203247614	3.7470023980815345e-05	0.0	0.00012232789993577784
Cellvibrionaceae	0.00012416190712689348	0.0	6.938020351526365e-05	0.00012247097437907215	0.00011411617026132602	4.816955684007707e-05	5.765848877100931e-05	7.837809593478942e-05	0.00013588341203247614	0.00011241007194244605	4.2211903756859436e-05	3.058197498394446e-05
Prolixibacteraceae	0.00012416190712689348	0.0027735201810086857	0.0019426456984273821	4.8988389751628865e-05	0.0026246719160104987	0.00014450867052023122	0.0004900971545535791	0.0024558470059567353	6.794170601623807e-05	3.7470023980815345e-05	8.442380751371887e-05	9.174592495183338e-05
Bacteroidia unclassified	0.00012416190712689348	7.298737318443909e-05	2.312673450508788e-05	7.34825846274433e-05	5.705808513066301e-05	0.00014450867052023122	2.8829244385504656e-05	5.225206395652628e-05	0.00016985426504059517	0.0	8.442380751371887e-05	3.058197498394446e-05
Chitinophagaceae	0.00012416190712689348	0.0013137727173199037	0.0005087881591119334	0.0001469651692548866	0.0006846970215679561	4.816955684007707e-05	5.765848877100931e-05	0.00033963841571742084	3.3970853008119036e-05	3.7470023980815345e-05	8.442380751371887e-05	6.116394996788892e-05
Thermoanaerobacterales unclassified	0.00012416190712689348	0.0	0.0	4.8988389751628865e-05	0.0	0.0	0.0	0.0	3.3970853008119036e-05	0.0	4.2211903756859436e-05	0.0
Staphylococcaceae	0.00012416190712689348	0.0004379242391066346	6.938020351526365e-05	4.8988389751628865e-05	2.8529042565331506e-05	4.816955684007707e-05	0.00011531697754201862	2.612603197826314e-05	0.00013588341203247614	0.00011241007194244605	0.0001266357112705783	9.174592495183338e-05
Chlorobiaceae	0.00012416190712689348	0.0	0.0007169287696577243	2.4494194875814433e-05	0.00022823234052265205	4.816955684007707e-05	0.0011243405310346817	0.0007054028634131048	0.0002717668240649523	7.494004796163069e-05	0.0007598142676234699	0.0005198935747270559
Thermoactinomycetaceae	0.00012416190712689348	7.298737318443909e-05	6.938020351526365e-05	0.0001469651692548866	5.705808513066301e-05	9.633911368015414e-05	0.00014414622192752329	0.00010450412791305256	0.0002038251180487142	7.494004796163069e-05	8.442380751371887e-05	9.174592495183338e-05
Lactobacillales unclassified	0.00012416190712689348	0.00014597474636887818	6.938020351526365e-05	4.8988389751628865e-05	5.705808513066301e-05	0.0	8.648773315651397e-05	0.00010450412791305256	3.3970853008119036e-05	7.494004796163069e-05	0.0	3.058197498394446e-05
Akkermansiaceae	8.277460475126231e-05	7.298737318443909e-05	6.938020351526365e-05	2.4494194875814433e-05	0.00019970329795732054	0.00014450867052023122	8.648773315651397e-05	0.00023513428780436827	0.0001019125590243571	0.00011241007194244605	0.0001266357112705783	0.0004893115997431114
Glycomycetaceae	8.277460475126231e-05	0.0	2.312673450508788e-05	2.4494194875814433e-05	0.0	4.816955684007707e-05	0.00014414622192752329	0.0	3.3970853008119036e-05	0.0	0.0	3.058197498394446e-05
Peptostreptococcaceae	8.277460475126231e-05	0.00014597474636887818	6.938020351526365e-05	0.0	0.00011411617026132602	4.816955684007707e-05	5.765848877100931e-05	2.612603197826314e-05	3.3970853008119036e-05	0.0	4.2211903756859436e-05	3.058197498394446e-05
Patescibacteria group unclassified	8.277460475126231e-05	0.00029194949273775636	0.00016188714153561517	9.797677950325773e-05	8.558712769599452e-05	0.00024084778420038535	5.765848877100931e-05	0.00023513428780436827	0.0002038251180487142	0.00029976019184652276	0.00021105951878429716	0.0004281476497752225
Candidatus Poribacteria unclassified	8.277460475126231e-05	0.0	0.0	0.0	2.8529042565331506e-05	0.0	0.0	2.612603197826314e-05	3.3970853008119036e-05	3.7470023980815345e-05	0.0	3.058197498394446e-05
Parachlamydiaceae	8.277460475126231e-05	0.00014597474636887818	0.0	0.0	0.0	0.0	2.8829244385504656e-05	2.612603197826314e-05	0.0	3.7470023980815345e-05	0.0	0.0
Williamsiaceae	8.277460475126231e-05	0.0	0.0	2.4494194875814433e-05	2.8529042565331506e-05	0.0	8.648773315651397e-05	2.612603197826314e-05	0.0	0.0	4.2211903756859436e-05	3.058197498394446e-05
Jiangellaceae	8.277460475126231e-05	7.298737318443909e-05	2.312673450508788e-05	0.0	2.8529042565331506e-05	4.816955684007707e-05	2.8829244385504656e-05	5.225206395652628e-05	3.3970853008119036e-05	0.0	0.0	6.116394996788892e-05
Promicromonosporaceae	8.277460475126231e-05	0.0	0.00011563367252543941	0.0001469651692548866	0.00014264521282665753	0.0003371868978805395	0.0002594631994695419	7.837809593478942e-05	6.794170601623807e-05	3.7470023980815345e-05	0.0002532714225411566	0.00021407382488761124
Opitutae unclassified	8.277460475126231e-05	7.298737318443909e-05	4.625346901017576e-05	0.0	2.8529042565331506e-05	4.816955684007707e-05	0.0	0.0	0.0	0.0	0.0	0.0
Peptococcaceae	8.277460475126231e-05	0.0004379242391066346	0.0002543940795559667	0.00022044775388232988	8.558712769599452e-05	0.0004816955684007707	0.00017297546631302795	0.0005747727035217891	0.0004076502360974284	0.00026229016786570743	0.0015196285352469397	0.0008257133245665005
Bacteroidetes/Chlorobi group unclassified	8.277460475126231e-05	7.298737318443909e-05	9.250693802035152e-05	0.0003674129231372165	0.00011411617026132602	0.0	0.0002594631994695419	0.00010450412791305256	0.00016985426504059517	7.494004796163069e-05	8.442380751371887e-05	6.116394996788892e-05
Brachyspiraceae	8.277460475126231e-05	0.0	0.0	2.4494194875814433e-05	8.558712769599452e-05	4.816955684007707e-05	5.765848877100931e-05	2.612603197826314e-05	3.3970853008119036e-05	0.0	4.2211903756859436e-05	3.058197498394446e-05
Verrucomicrobia subdivision 6	8.277460475126231e-05	0.0	4.625346901017576e-05	7.34825846274433e-05	0.0	0.0001926782273603083	8.648773315651397e-05	5.225206395652628e-05	0.00016985426504059517	0.0	4.2211903756859436e-05	0.0
Blattabacteriaceae	8.277460475126231e-05	7.298737318443909e-05	0.0	0.0	0.0	0.0	0.0	2.612603197826314e-05	3.3970853008119036e-05	3.7470023980815345e-05	0.0	0.0
Bifidobacteriaceae	8.277460475126231e-05	7.298737318443909e-05	0.0002775208140610546	0.0002449419487581443	0.00011411617026132602	0.000674373795761079	0.00014414622192752329	0.0003135123837391577	0.0003736793830893094	7.494004796163069e-05	0.0005065428450823132	0.00021407382488761124
Lactobacillaceae	8.277460475126231e-05	0.00029194949273775636	0.00016188714153561517	0.00019595355900651546	0.00011411617026132602	0.00024084778420038535	0.00017297546631302795	0.00033963841571742084	0.00033970853008119035	0.00026229016786570743	0.00029548332629801604	0.00018349184990366677
Campylobacteraceae	8.277460475126231e-05	0.00029194949273775636	0.00018501387604070305	9.797677950325773e-05	0.0003138194682186466	0.0001926782273603083	0.00014414622192752329	0.00028738635176089454	0.0003057376770730713	0.00014988009592326138	8.442380751371887e-05	0.00021407382488761124
Candidatus Nomurabacteria unclassified	8.277460475126231e-05	0.00014597474636887818	6.938020351526365e-05	4.8988389751628865e-05	2.8529042565331506e-05	0.0	2.8829244385504656e-05	7.837809593478942e-05	6.794170601623807e-05	0.00011241007194244605	0.0001266357112705783	0.0
Thermoanaerobacteraceae	8.277460475126231e-05	0.0002189621195533173	9.250693802035152e-05	4.8988389751628865e-05	8.558712769599452e-05	0.0005780346820809249	8.648773315651397e-05	0.00023513428780436827	0.0002038251180487142	0.00011241007194244605	0.0003376952300548755	0.0003364017248233891
Dictyosteliida unclassified	8.277460475126231e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2211903756859436e-05	0.0
Deinococci unclassified	8.277460475126231e-05	0.0	9.250693802035152e-05	4.8988389751628865e-05	0.00019970329795732054	0.0001926782273603083	0.00011531697754201862	0.00010450412791305256	0.00016985426504059517	0.00014988009592326138	0.0002532714225411566	0.00018349184990366677
Thaumarchaeota unclassified	8.277460475126231e-05	0.0	2.312673450508788e-05	0.00022044775388232988	0.0	9.633911368015414e-05	8.648773315651397e-05	0.00010450412791305256	0.0	0.00014988009592326138	0.00016884761502743774	0.00018349184990366677
Dehalococcoidaceae	8.277460475126231e-05	0.0	0.0	0.0	2.8529042565331506e-05	4.816955684007707e-05	2.8829244385504656e-05	0.0	3.3970853008119036e-05	3.7470023980815345e-05	4.2211903756859436e-05	9.174592495183338e-05
Eggerthellaceae	8.277460475126231e-05	7.298737318443909e-05	4.625346901017576e-05	0.00022044775388232988	0.00011411617026132602	0.00028901734104046245	0.0004612679101680745	7.837809593478942e-05	0.00023779597105683323	0.00014988009592326138	0.00029548332629801604	0.00030581974983944464
Solirubrobacterales unclassified	8.277460475126231e-05	0.0	0.00011563367252543941	0.0002939303385097732	0.00014264521282665753	0.00014450867052023122	0.00020180471069853258	0.00020900825582610512	0.0004076502360974284	7.494004796163069e-05	0.0001266357112705783	0.00039756567479127804
Candidatus Aminicenantes unclassified	8.277460475126231e-05	7.298737318443909e-05	0.0	0.0	2.8529042565331506e-05	0.0001926782273603083	2.8829244385504656e-05	7.837809593478942e-05	3.3970853008119036e-05	0.00011241007194244605	8.442380751371887e-05	6.116394996788892e-05
Colwelliaceae	8.277460475126231e-05	0.0	4.625346901017576e-05	2.4494194875814433e-05	2.8529042565331506e-05	0.0	5.765848877100931e-05	5.225206395652628e-05	0.0	0.0	4.2211903756859436e-05	0.0
Euryarchaeota unclassified	8.277460475126231e-05	0.00036493686592219544	9.250693802035152e-05	0.0	0.00011411617026132602	0.0009152215799614644	8.648773315651397e-05	0.00041801651165221024	0.00023779597105683323	0.00029976019184652276	0.000675390460109751	0.0004893115997431114
Cloacimonetes unclassified	8.277460475126231e-05	0.00014597474636887818	0.00020814061054579092	9.797677950325773e-05	0.00022823234052265205	9.633911368015414e-05	0.00023063395508403725	0.00028738635176089454	0.0003057376770730713	7.494004796163069e-05	0.0004643309413254538	0.00030581974983944464
Clostridiales Family XVII. Incertae Sedis	8.277460475126231e-05	0.0	6.938020351526365e-05	2.4494194875814433e-05	0.00048499372361063563	0.0004816955684007707	0.00023063395508403725	0.0006270247674783154	0.0003736793830893094	0.00011241007194244605	0.0009286618826509076	0.0004893115997431114
Flavobacteriia unclassified	8.277460475126231e-05	0.0002189621195533173	6.938020351526365e-05	0.0001469651692548866	8.558712769599452e-05	4.816955684007707e-05	2.8829244385504656e-05	5.225206395652628e-05	0.0001019125590243571	0.0	0.0001266357112705783	3.058197498394446e-05
Candidatus Peregrinibacteria unclassified	8.277460475126231e-05	0.00036493686592219544	6.938020351526365e-05	7.34825846274433e-05	2.8529042565331506e-05	0.00014450867052023122	0.00017297546631302795	2.612603197826314e-05	0.0001019125590243571	0.00018735011990407674	4.2211903756859436e-05	0.00018349184990366677
Synergistaceae	8.277460475126231e-05	7.298737318443909e-05	0.0001387604070305273	0.0	0.00011411617026132602	0.0012524084778420038	0.00040360942139706517	0.0008099069913261573	0.0007133879131704997	0.00033723021582733815	0.001055297593921486	0.0007339673996146671
Thermotogaceae	8.277460475126231e-05	7.298737318443909e-05	4.625346901017576e-05	2.4494194875814433e-05	0.00011411617026132602	9.633911368015414e-05	8.648773315651397e-05	2.612603197826314e-05	6.794170601623807e-05	3.7470023980815345e-05	0.00016884761502743774	0.00015290987491972232
Candidatus Uhrbacteria unclassified	4.1387302375631155e-05	0.00014597474636887818	6.938020351526365e-05	4.8988389751628865e-05	0.00014264521282665753	0.0003371868978805395	0.00014414622192752329	0.00015675619186957885	0.00016985426504059517	0.00026229016786570743	8.442380751371887e-05	0.00012232789993577784
