PFAM	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
PF02569	40	21	37	65	54	53	42	73	58	43	47	79
PF02570	8	5	16	16	15	8	13	10	18	10	7	9
PF02571	2	10	7	7	7	8	2	7	4	3	5	5
PF02572	21	15	22	28	31	39	41	46	40	23	33	47
PF02574	108	30	109	122	99	88	119	146	149	96	90	151
PF02575	25	11	39	41	32	27	39	40	47	19	29	31
PF02576	16	17	22	26	19	13	22	23	18	14	9	21
PF02577	35	10	38	36	26	30	45	52	39	32	37	37
PF02578	28	12	32	38	43	34	42	27	56	35	16	39
PF02579	27	34	54	23	61	95	45	111	81	48	118	115
PF02580	24	12	32	34	28	31	34	48	32	39	47	46
PF02581	37	20	48	44	36	33	42	50	40	42	41	61
PF02582	3	0	2	6	2	2	4	2	5	5	1	4
PF02583	4	5	7	15	14	10	18	11	24	6	4	14
PF02585	58	13	39	71	55	64	74	85	78	70	80	83
PF02586	17	11	31	46	32	25	36	42	38	20	30	38
PF02588	10	18	29	14	14	11	22	29	25	8	14	15
PF02589	33	8	40	42	43	48	46	73	51	34	48	75
PF02590	25	17	15	26	26	12	21	15	19	15	14	26
PF02591	4	6	12	4	14	15	17	20	14	12	17	17
PF02592	32	10	28	21	29	30	42	29	42	30	23	36
PF02593	3	0	3	1	4	6	2	6	6	3	7	14
PF02594	5	4	15	14	13	12	18	24	23	21	25	34
PF02595	19	13	25	23	24	19	40	30	33	26	32	30
PF02596	13	2	9	4	4	21	15	26	12	7	29	43
PF02597	37	20	31	66	38	46	53	43	58	39	39	53
PF02598	2	0	0	0	0	1	0	1	0	1	0	0
PF02599	11	11	13	18	26	17	27	23	19	26	13	31
PF02600	8	7	13	20	9	4	10	4	7	6	8	6
PF02601	47	24	48	44	39	71	56	72	76	52	58	84
PF02602	36	11	38	29	37	33	48	47	51	48	39	60
PF02603	10	11	15	9	9	14	14	15	15	10	6	17
PF02604	45	46	112	63	109	100	86	142	109	63	122	155
PF02605	5	0	2	7	1	0	2	1	9	3	0	1
PF02606	45	23	52	63	46	51	51	71	52	51	55	62
PF02607	42	27	52	50	65	76	63	84	71	57	79	104
PF02608	23	35	55	49	40	27	59	62	74	38	34	66
PF02609	26	13	51	38	31	23	30	26	34	32	25	31
PF02610	5	6	10	13	13	10	20	36	22	12	13	27
PF02613	8	2	18	12	7	7	13	9	5	3	3	10
PF02614	21	15	40	32	41	37	43	57	38	29	22	46
PF02615	26	9	34	23	40	59	37	51	40	33	53	86
PF02616	25	16	36	34	39	46	36	51	44	35	52	43
PF02617	40	11	28	47	32	18	30	31	37	39	19	26
PF02618	41	21	48	71	50	44	63	62	63	44	33	56
PF02620	15	10	18	20	21	12	20	26	28	26	22	21
PF02621	21	7	17	46	32	22	44	37	42	30	36	33
PF02622	20	13	28	35	32	20	30	26	29	24	12	40
PF02623	9	7	11	17	14	14	13	20	15	15	10	18
PF02624	15	9	19	16	19	24	23	32	32	15	17	23
PF02625	17	5	20	20	14	12	20	12	22	18	10	23
PF02626	14	6	24	13	15	14	15	14	8	8	15	13
PF02627	53	24	55	93	56	44	65	67	44	65	43	60
PF02628	35	6	32	72	28	20	49	22	46	37	11	24
PF02629	62	40	105	81	113	115	99	134	94	63	127	143
PF02630	37	9	29	49	39	25	38	33	32	33	24	24
PF02631	11	10	22	26	20	23	31	32	22	11	14	28
PF02632	6	8	17	21	7	7	21	22	19	14	7	17
PF02633	41	8	36	49	45	62	43	67	52	29	79	81
PF02634	22	6	18	20	19	21	16	20	12	22	28	33
PF02635	24	21	52	52	65	42	55	90	58	49	61	76
PF02636	11	7	21	31	17	12	19	15	24	16	8	15
PF02637	38	26	54	52	38	49	56	72	66	48	39	72
PF02638	12	7	13	27	15	19	19	27	38	15	20	30
PF02639	7	8	16	10	11	6	1	17	12	9	7	9
PF02641	5	3	16	10	9	20	23	19	22	15	17	25
PF02643	31	12	28	29	26	15	35	23	35	36	24	41
PF02645	21	50	24	26	28	50	25	64	54	32	68	79
PF02646	35	20	54	48	45	42	52	51	44	52	44	50
PF02649	20	17	36	19	22	28	37	32	32	26	33	39
PF02650	0	4	1	1	3	0	2	1	0	0	0	0
PF02652	18	15	27	35	23	13	37	39	25	30	23	28
PF02653	306	185	564	418	415	443	372	621	486	360	520	648
PF02654	7	10	15	23	17	18	30	25	31	14	14	24
PF02655	24	32	54	41	41	31	29	55	44	35	32	30
PF02656	6	2	8	12	13	14	10	14	9	10	9	15
PF02657	12	7	16	27	23	10	18	19	24	16	15	13
PF02659	6	6	7	6	7	12	7	22	11	7	11	16
PF02660	39	15	42	43	28	39	61	52	48	38	66	58
PF02661	54	36	73	43	66	62	82	90	84	46	76	94
PF02662	39	11	58	25	60	88	35	117	36	46	130	119
PF02663	10	8	14	12	18	13	16	28	16	12	26	23
PF02664	0	1	0	0	0	0	2	1	1	0	0	0
PF02665	18	2	24	15	16	22	14	31	25	19	17	35
PF02666	12	11	32	25	29	35	40	44	28	25	37	56
PF02667	12	15	28	12	20	15	21	25	23	16	19	24
PF02668	27	1	20	74	12	6	30	6	25	35	5	11
PF02669	2	1	1	0	1	2	1	0	2	2	2	1
PF02670	20	19	32	31	26	26	51	37	39	35	46	32
PF02671	2	0	0	1	1	1	0	0	0	0	0	0
PF02672	2	0	1	7	4	0	3	0	5	1	0	0
PF02673	57	33	63	73	57	51	94	81	75	59	66	96
PF02674	18	15	36	29	20	23	14	35	31	31	16	27
PF02675	5	6	17	19	15	17	23	15	23	11	20	21
PF02676	3	0	1	2	0	1	3	2	1	1	2	10
PF02677	4	3	8	5	7	13	11	13	9	3	17	17
PF02678	26	4	22	58	28	19	38	23	31	29	17	27
PF02679	5	0	10	6	8	5	15	10	2	5	5	11
PF02680	0	0	0	0	1	1	0	0	2	0	4	2
PF02681	6	6	7	4	7	11	10	14	9	11	4	9
PF02682	5	5	23	9	14	6	6	10	7	3	14	12
PF02683	29	27	51	56	51	52	52	75	63	56	52	64
PF02684	47	24	51	63	49	75	73	68	69	67	45	77
PF02685	24	8	32	33	28	38	28	30	32	27	24	21
PF02686	19	12	34	36	22	29	27	40	24	21	16	34
PF02687	203	93	240	243	247	230	283	313	240	214	235	330
PF02689	1	4	3	6	5	4	5	5	0	1	1	4
PF02690	16	9	15	17	16	9	27	36	19	21	26	26
PF02694	16	1	8	14	12	5	11	11	13	14	6	6
PF02696	24	13	28	32	31	11	29	21	27	12	10	15
PF02697	5	3	2	6	6	4	5	8	3	2	7	7
PF02698	21	13	35	35	34	30	46	38	44	29	33	51
PF02699	22	11	26	29	21	27	32	35	36	21	32	41
PF02700	17	7	18	22	16	11	24	28	27	12	22	23
PF02702	2	0	1	3	0	4	2	0	3	8	2	2
PF02705	7	0	1	17	2	5	7	3	6	5	6	10
PF02706	31	18	39	25	32	34	36	45	45	30	38	34
PF02709	13	4	9	3	14	14	16	16	7	14	15	15
PF02714	5	0	0	2	0	0	0	0	1	0	0	0
PF02719	271	103	296	285	313	327	336	360	381	277	331	439
PF02720	4	1	0	4	2	4	7	4	3	13	3	14
PF02724	0	0	0	1	1	0	0	0	2	0	0	1
PF02727	2	1	1	5	3	0	2	0	1	2	0	0
PF02728	1	1	2	4	3	0	2	0	3	0	0	0
PF02729	70	48	101	90	90	96	103	127	110	89	89	138
PF02730	38	31	48	19	63	139	49	144	86	53	160	188
PF02731	0	0	0	0	0	0	1	0	0	0	0	0
PF02732	6	2	3	4	5	10	7	18	14	10	12	17
PF02733	10	15	14	23	13	7	17	16	16	14	13	17
PF02734	5	17	12	11	12	23	10	28	18	13	25	31
PF02735	9	1	1	11	4	3	6	4	8	6	4	2
PF02736	1	0	2	4	1	0	1	1	2	0	0	0
PF02737	149	57	141	199	167	161	173	188	149	150	149	187
PF02738	168	63	196	229	210	216	198	257	197	198	262	289
PF02739	47	28	51	71	52	41	85	74	55	48	45	49
PF02741	3	2	0	2	1	0	4	1	3	2	2	2
PF02742	22	13	47	47	47	43	52	68	59	41	40	76
PF02743	11	35	56	22	36	19	35	41	57	22	19	26
PF02744	5	5	4	12	7	8	11	9	14	9	17	15
PF02746	89	15	55	115	58	81	94	97	88	82	86	119
PF02747	2	1	0	2	3	7	1	2	4	3	7	3
PF02748	1	2	3	1	5	6	2	11	6	3	1	12
PF02749	17	11	35	34	32	22	41	47	39	27	24	36
PF02750	0	0	1	0	0	0	1	0	0	0	0	0
PF02752	0	0	0	0	0	0	1	1	0	0	0	1
PF02753	0	0	1	0	0	0	0	0	0	0	0	0
PF02754	101	41	134	115	118	203	148	191	171	118	223	230
PF02755	0	0	0	0	0	0	0	0	0	0	0	1
PF02759	0	0	0	3	0	0	0	0	0	0	0	0
PF02761	0	0	0	0	1	0	0	0	0	0	0	0
PF02767	39	27	67	52	64	45	64	52	62	49	56	48
PF02768	44	28	53	54	52	38	57	55	48	47	45	47
PF02769	121	57	134	165	120	158	158	201	167	137	188	213
PF02770	138	51	168	222	141	142	172	187	124	160	179	219
PF02771	167	58	206	291	156	176	245	236	181	208	219	310
PF02772	31	20	65	45	51	49	60	74	46	53	55	63
PF02773	42	22	65	50	55	58	58	78	60	51	54	62
PF02774	56	29	79	75	76	64	89	97	85	72	70	102
PF02775	189	94	228	195	212	244	205	306	246	221	268	353
PF02776	92	44	134	116	101	86	112	125	117	111	112	147
PF02777	36	20	48	60	57	48	58	68	56	43	34	52
PF02778	0	0	5	0	2	6	4	6	3	2	6	6
PF02779	164	78	250	253	213	183	256	289	295	224	245	316
PF02780	111	73	161	175	127	162	155	227	190	157	160	217
PF02781	43	11	34	57	48	43	47	54	74	48	51	77
PF02782	93	50	147	108	99	124	126	181	176	104	153	186
PF02784	77	45	104	124	95	74	122	105	121	103	101	117
PF02785	66	31	84	103	71	49	70	97	75	55	53	87
PF02786	228	111	295	312	267	238	303	335	280	261	270	336
PF02787	40	23	53	55	40	48	49	62	47	37	58	69
PF02788	13	5	20	9	7	6	13	15	12	16	7	10
PF02789	21	9	13	30	16	24	30	22	21	14	18	22
PF02790	33	6	15	51	14	13	24	15	19	19	14	8
PF02791	1	0	0	0	0	0	0	0	0	0	0	0
PF02792	0	0	0	0	0	0	0	0	0	0	0	1
PF02793	0	0	0	0	0	1	0	0	1	0	0	0
PF02794	0	0	1	2	0	0	0	1	1	0	0	0
PF02796	17	7	20	18	25	17	17	37	26	20	21	28
PF02797	6	5	4	16	12	16	11	14	14	13	4	9
PF02798	49	16	49	117	43	25	91	29	57	67	15	37
PF02799	1	0	0	2	0	0	1	0	0	0	0	0
PF02800	59	36	59	64	83	67	94	95	82	64	74	111
PF02801	117	32	119	166	113	118	187	162	217	144	118	195
PF02803	71	32	102	134	85	101	105	116	82	102	105	129
PF02805	7	0	5	13	8	5	14	10	14	9	18	12
PF02806	19	11	31	39	30	30	28	37	27	31	21	39
PF02807	0	0	0	1	0	0	0	0	0	1	0	0
PF02809	0	0	0	0	0	0	1	0	1	0	0	0
PF02810	24	17	38	21	32	33	43	40	23	34	34	47
PF02811	78	49	102	93	97	112	120	155	106	91	105	140
PF02812	47	28	60	69	65	51	67	81	71	78	57	96
PF02814	0	3	8	4	5	4	5	1	4	1	1	3
PF02815	2	0	0	1	1	0	1	0	0	0	0	0
PF02816	2	0	0	1	3	0	0	2	0	0	0	0
PF02817	37	17	63	54	53	41	56	52	51	44	47	44
PF02820	1	0	0	0	0	0	1	0	0	0	0	0
PF02822	0	0	0	1	0	0	1	3	0	0	1	0
PF02823	23	18	31	34	37	24	35	46	33	27	36	30
PF02824	44	40	57	71	49	47	62	82	64	48	59	73
PF02825	3	0	1	3	1	0	1	0	1	0	0	1
PF02826	220	105	264	274	258	234	297	328	288	223	254	335
PF02828	0	0	0	0	0	0	0	1	0	0	0	0
PF02829	0	1	0	0	0	0	0	0	2	0	0	0
PF02830	5	4	9	17	9	10	11	17	20	18	8	20
PF02831	1	4	3	0	2	0	0	1	1	1	0	0
PF02833	3	3	5	1	2	4	5	4	8	4	2	7
PF02834	36	12	32	27	26	30	42	39	39	33	45	57
PF02836	52	24	75	46	63	94	80	130	86	80	89	110
PF02837	37	26	41	31	37	65	58	85	56	38	85	54
PF02838	12	1	10	6	7	15	13	31	7	9	22	12
PF02839	1	0	0	0	1	0	1	0	0	0	1	0
PF02840	1	0	0	0	0	1	0	0	0	0	0	0
PF02841	0	0	0	0	1	1	0	0	0	0	0	0
PF02843	15	16	27	30	30	27	33	41	38	22	32	38
PF02844	19	14	29	48	33	34	30	43	35	31	29	41
PF02845	0	0	1	1	0	1	0	0	1	1	0	0
PF02847	5	0	0	1	1	2	0	0	0	0	1	0
PF02852	113	64	151	132	135	108	164	167	166	134	124	162
PF02854	3	1	0	2	0	1	2	0	1	0	0	0
PF02861	89	36	116	120	96	82	97	120	130	87	88	118
PF02862	0	0	0	0	1	0	0	0	0	1	0	0
PF02863	4	1	6	4	6	1	6	7	8	3	1	6
PF02864	0	0	0	0	1	0	0	0	1	0	0	0
PF02866	47	21	49	81	50	48	59	65	73	39	49	64
PF02867	203	71	158	196	181	185	224	208	220	173	167	217
PF02868	4	1	0	14	7	10	12	12	9	9	6	8
PF02870	6	1	2	4	4	2	9	2	10	4	4	3
PF02872	41	29	68	47	57	43	57	47	69	37	30	56
PF02873	27	20	39	30	29	29	36	41	43	39	36	38
PF02874	66	34	97	103	88	83	86	121	101	96	88	115
PF02875	89	65	132	118	124	108	115	163	145	93	109	171
PF02877	0	0	0	2	3	0	3	0	1	0	0	3
PF02878	75	52	99	115	108	94	118	136	137	67	100	137
PF02879	45	39	65	73	63	65	95	105	86	79	74	105
PF02880	60	48	93	97	83	84	99	110	81	89	84	113
PF02881	45	30	47	72	53	43	61	79	80	48	45	58
PF02882	57	25	53	63	74	50	63	67	70	62	61	90
PF02883	1	0	0	1	0	0	1	0	0	1	0	0
PF02884	0	0	0	1	2	1	2	3	2	2	4	4
PF02885	30	22	39	46	42	35	45	42	52	31	34	39
PF02886	0	0	0	0	0	1	0	0	0	0	0	0
PF02887	23	13	40	40	37	33	33	50	40	23	33	40
PF02888	0	0	0	1	0	0	0	0	0	0	0	0
PF02889	7	0	1	5	1	0	1	1	0	1	0	2
PF02891	2	0	0	0	0	0	0	0	0	0	0	0
PF02892	0	0	0	4	0	1	2	2	1	1	0	2
PF02893	2	0	2	3	1	1	2	0	2	1	0	1
PF02894	114	33	97	119	110	134	138	214	152	124	178	207
PF02895	19	19	44	30	38	32	55	43	65	26	16	38
PF02896	109	76	192	165	164	167	210	241	202	182	193	251
PF02897	73	19	51	122	78	51	124	72	79	77	54	56
PF02898	1	0	1	0	0	0	1	0	0	0	0	0
PF02899	74	39	104	102	96	108	134	149	121	96	127	186
PF02900	12	7	4	13	2	3	11	10	8	7	7	8
PF02901	46	35	93	35	68	122	66	173	124	53	165	175
PF02902	3	0	2	9	2	5	5	0	5	7	0	3
PF02903	1	3	0	0	0	0	3	0	1	0	0	1
PF02906	19	48	64	7	42	67	49	79	55	25	39	68
PF02907	0	0	1	1	0	1	3	1	5	3	0	2
PF02909	2	0	3	2	1	1	3	2	1	3	0	1
PF02910	63	28	62	83	72	64	69	97	92	77	72	95
PF02911	26	13	27	34	32	21	37	54	60	29	37	42
PF02912	33	14	28	31	27	19	33	43	35	23	23	32
PF02913	96	51	139	130	135	123	136	165	154	94	141	156
PF02914	0	1	2	0	1	0	2	1	4	3	3	3
PF02915	70	36	89	60	97	101	76	136	91	80	144	142
PF02917	0	0	0	0	2	0	0	0	0	0	0	0
PF02919	2	0	0	3	2	2	1	2	1	1	1	3
PF02920	0	0	0	0	0	0	0	0	0	0	0	1
PF02921	0	0	0	0	0	0	0	0	0	0	0	1
PF02922	70	30	80	83	82	63	82	84	100	70	63	75
PF02923	0	0	0	0	0	0	1	1	0	0	2	0
PF02924	2	6	9	2	5	0	2	2	3	3	0	2
PF02925	1	1	1	1	1	1	1	1	1	0	0	0
PF02926	10	8	9	14	12	12	12	24	21	6	15	17
PF02927	4	0	10	4	4	6	12	11	12	10	10	15
PF02928	0	0	0	1	1	0	0	0	0	0	0	0
PF02929	7	5	17	16	31	30	19	32	23	21	33	36
PF02931	7	0	2	9	9	5	5	0	4	5	2	6
PF02932	3	0	0	6	1	4	3	2	4	1	0	6
PF02933	2	0	1	2	3	7	4	3	3	2	6	15
PF02934	55	43	84	82	86	87	102	112	111	69	89	127
PF02935	0	0	0	0	0	0	0	0	0	1	0	0
PF02936	0	0	0	0	1	0	0	0	0	1	0	0
PF02937	0	0	0	0	0	0	1	0	1	0	0	0
PF02938	20	21	33	35	34	33	30	36	42	36	34	35
PF02940	1	0	0	0	0	0	0	0	0	0	1	0
PF02941	1	0	2	5	1	0	2	0	4	0	1	0
PF02943	3	2	13	8	6	9	12	7	8	7	12	18
PF02944	0	0	0	0	1	0	2	0	0	0	0	0
PF02945	5	1	7	5	5	4	0	3	6	5	2	7
PF02946	1	0	0	0	0	0	0	0	0	0	0	0
PF02949	0	0	0	0	0	0	1	1	2	1	0	0
PF02950	0	0	0	0	0	0	0	0	1	0	0	0
PF02951	11	9	18	28	20	15	20	19	18	15	2	11
PF02952	16	3	19	5	16	22	15	36	30	14	30	38
PF02953	0	0	0	1	0	0	1	0	1	0	0	0
PF02954	227	91	309	281	309	304	349	523	303	272	339	427
PF02955	35	20	41	57	61	25	58	59	50	48	22	39
PF02958	7	6	12	10	7	2	9	8	17	17	10	15
PF02961	0	0	0	0	0	0	0	0	0	0	1	2
PF02963	0	0	0	1	1	0	0	0	0	0	0	0
PF02965	39	17	52	73	53	48	73	56	62	41	31	59
PF02966	0	0	0	1	2	0	0	1	2	1	0	1
PF02969	1	0	0	1	0	2	1	0	2	1	0	1
PF02970	0	0	0	0	0	0	0	0	0	1	0	1
PF02971	11	6	9	12	15	14	14	22	15	20	16	24
PF02973	6	0	2	0	2	9	1	6	8	4	3	10
PF02974	0	0	0	3	0	0	0	0	0	0	0	0
PF02975	1	0	0	0	0	0	0	0	1	0	0	0
PF02976	1	1	0	1	2	1	0	0	2	2	2	0
PF02978	29	19	41	45	42	40	55	46	48	36	35	57
PF02979	4	2	5	15	4	2	6	1	2	1	3	6
PF02983	0	0	0	0	0	0	0	0	1	0	0	0
PF02984	2	1	0	2	4	1	2	1	1	0	1	1
PF02985	118	25	66	149	89	160	119	139	189	147	160	214
PF02987	0	0	0	1	0	0	0	0	0	0	1	0
PF02990	11	0	0	7	2	2	5	0	4	2	0	0
PF02991	3	0	1	0	0	0	0	0	1	1	0	0
PF02992	0	0	0	0	1	0	0	0	0	0	0	0
PF02995	45	9	52	46	46	65	54	96	65	36	67	75
PF02996	2	0	1	3	6	9	3	2	4	4	3	10
PF02998	0	0	0	0	0	0	0	0	0	0	1	0
PF03006	12	14	30	22	20	13	21	28	25	23	11	19
PF03007	7	2	7	25	8	8	15	5	4	16	1	6
PF03008	3	3	5	4	4	15	10	8	11	5	20	18
PF03009	51	29	63	92	67	50	81	93	74	69	56	64
PF03013	0	3	0	1	2	0	1	4	2	0	3	5
PF03015	2	0	0	1	2	2	4	1	1	0	0	2
PF03016	5	0	2	6	0	0	7	1	3	4	1	2
PF03017	0	0	0	0	1	0	0	0	0	0	0	0
PF03020	0	0	1	1	1	0	0	0	0	0	0	1
PF03022	4	0	3	7	2	3	5	3	6	4	2	4
PF03023	80	32	103	101	91	113	131	139	157	116	107	150
PF03028	14	0	3	18	9	2	6	2	6	2	3	1
PF03029	24	8	24	22	15	22	27	23	32	12	19	35
PF03030	123	46	129	157	145	182	183	194	200	157	183	246
PF03031	5	0	0	5	5	3	3	3	4	6	2	1
PF03032	0	0	0	0	0	0	0	1	0	1	0	0
PF03033	39	23	52	50	45	38	37	47	59	39	35	54
PF03034	0	0	0	0	0	0	0	0	2	1	0	1
PF03035	0	0	0	0	0	1	0	0	0	0	0	0
PF03040	4	0	4	6	2	0	0	0	7	2	1	1
PF03048	0	0	0	0	0	0	0	1	0	0	0	0
PF03050	207	69	243	240	243	254	282	330	313	213	289	366
PF03051	6	11	12	11	13	12	11	17	6	11	10	16
PF03054	92	47	97	109	102	111	128	124	124	106	99	155
PF03055	23	2	19	50	15	7	36	6	23	27	4	7
PF03059	1	1	0	2	2	0	1	0	0	1	0	1
PF03060	57	35	72	63	56	70	76	89	79	66	68	84
PF03061	95	61	154	123	111	105	133	142	139	117	94	156
PF03062	29	6	36	50	39	29	53	35	56	33	31	33
PF03063	42	38	120	24	91	117	94	176	123	66	150	199
PF03065	39	23	71	65	64	68	106	117	116	61	95	105
PF03066	0	0	0	0	0	0	0	0	0	1	0	0
PF03067	0	0	0	0	0	0	3	0	2	1	0	1
PF03068	4	0	0	3	5	3	8	3	5	1	4	5
PF03069	20	12	20	17	17	11	17	14	12	12	11	21
PF03070	7	10	22	15	7	8	16	10	11	9	3	11
PF03071	1	0	0	1	1	0	1	0	0	1	0	0
PF03073	9	9	23	26	19	16	16	24	25	19	28	24
PF03074	3	0	0	1	2	1	1	0	1	1	0	0
PF03077	0	1	0	0	1	0	0	0	0	0	0	0
PF03079	5	3	2	7	5	2	5	2	4	7	1	1
PF03080	0	0	0	1	0	0	0	0	0	0	0	0
PF03081	0	0	0	0	0	0	1	0	0	1	0	0
PF03083	6	0	3	9	4	3	4	3	3	4	5	8
PF03088	7	1	4	5	6	6	2	9	2	3	6	1
PF03090	0	1	0	0	5	0	1	3	0	0	0	0
PF03091	20	9	22	34	18	23	26	20	31	32	24	21
PF03092	14	3	15	12	7	7	8	15	12	12	10	11
PF03094	1	0	0	0	0	0	0	0	0	0	0	1
PF03095	0	0	0	3	1	1	0	1	0	1	0	0
PF03096	6	6	12	10	11	15	10	15	14	7	8	6
PF03097	2	0	0	1	1	0	0	0	0	0	0	1
PF03098	19	5	9	38	14	11	19	11	18	17	8	16
PF03099	35	26	61	54	36	45	60	72	68	40	48	87
PF03100	19	8	22	33	21	16	19	16	21	25	13	18
PF03101	0	0	0	1	0	0	0	0	0	0	0	0
PF03102	50	24	49	56	55	79	82	83	96	70	76	92
PF03104	19	4	9	15	23	21	22	23	30	16	26	40
PF03105	4	0	0	2	0	0	2	0	0	0	0	0
PF03108	0	0	0	0	0	1	0	0	0	0	0	0
PF03109	54	18	50	86	62	36	64	68	62	42	42	56
PF03112	0	0	0	0	0	0	0	0	1	0	0	1
PF03113	0	1	0	0	0	0	0	0	0	0	0	0
PF03114	0	0	0	1	1	1	1	0	0	1	1	0
PF03116	49	35	86	50	88	70	83	127	90	52	98	116
PF03118	40	18	54	50	47	50	76	65	60	45	54	49
PF03119	17	9	21	14	17	21	15	29	15	18	30	23
PF03120	30	18	40	35	33	30	32	47	32	25	37	33
PF03121	2	0	0	1	1	0	0	0	0	0	0	0
PF03123	0	2	1	2	0	0	2	0	1	0	0	0
PF03124	2	0	0	7	0	1	2	0	1	0	0	0
PF03126	0	0	0	0	0	0	1	0	0	0	0	0
PF03128	0	0	1	0	0	0	0	1	0	0	1	1
PF03129	59	46	109	110	107	104	130	164	138	98	123	140
PF03130	95	20	76	123	79	134	96	136	174	136	164	176
PF03131	1	0	0	1	2	0	0	1	0	1	1	2
PF03133	8	5	1	6	5	2	14	13	11	8	3	7
PF03134	0	0	0	3	0	1	0	0	0	1	0	0
PF03135	4	1	1	6	2	5	3	1	2	3	1	3
PF03136	12	0	1	10	6	15	7	8	6	11	12	13
PF03137	1	0	1	5	3	3	0	2	2	4	2	1
PF03141	17	5	15	17	16	10	19	14	33	10	18	13
PF03142	0	1	2	1	1	0	2	2	4	0	1	2
PF03143	54	33	59	72	58	55	57	81	69	53	55	87
PF03144	112	75	148	168	146	127	143	187	173	128	143	212
PF03146	1	0	0	0	0	0	0	0	0	0	0	0
PF03147	29	10	35	23	31	22	27	52	42	29	34	33
PF03148	0	0	0	1	0	1	0	0	1	0	0	2
PF03150	44	11	27	90	30	14	50	18	43	43	17	31
PF03151	2	0	0	5	4	4	3	0	1	1	1	1
PF03152	1	0	0	1	0	0	1	1	0	1	0	0
PF03155	1	0	0	2	1	0	2	1	0	2	1	0
PF03158	0	0	0	1	0	0	1	0	0	0	0	0
PF03159	4	2	0	4	1	0	0	0	0	2	0	0
PF03160	44	11	85	70	74	66	94	85	150	69	93	118
PF03161	8	1	1	3	5	4	5	10	3	4	5	6
PF03162	3	1	2	5	4	5	7	8	7	4	7	6
PF03165	0	0	0	1	0	0	0	0	0	0	0	0
PF03166	0	0	0	1	0	1	1	0	0	0	0	0
PF03167	57	32	69	90	68	57	92	83	87	61	67	103
PF03168	2	3	7	1	7	6	7	14	8	5	10	15
PF03169	53	4	20	61	42	66	51	50	58	66	57	76
PF03170	6	1	4	12	3	12	8	7	12	4	4	10
PF03171	9	1	12	27	4	2	15	1	9	12	1	2
PF03172	0	0	0	0	0	0	0	1	0	0	0	0
PF03173	0	0	1	0	0	0	0	2	0	0	0	0
PF03174	3	0	4	1	7	3	3	3	6	3	2	3
PF03175	15	2	16	27	15	17	11	6	7	17	3	11
PF03176	137	83	190	191	174	175	209	252	195	204	181	232
PF03177	1	0	0	0	0	0	0	0	0	0	0	0
PF03178	2	0	0	3	2	2	2	0	1	0	0	0
PF03179	0	0	0	0	0	0	0	1	0	0	0	0
PF03180	1	5	2	1	1	0	2	3	1	1	0	0
PF03184	7	0	13	19	7	5	5	9	14	6	3	5
PF03186	14	7	19	14	24	14	19	25	29	9	15	13
PF03188	2	2	1	2	1	2	2	2	1	0	0	2
PF03189	0	0	0	4	1	0	0	0	0	0	0	0
PF03190	42	24	52	73	60	54	78	75	86	55	54	81
PF03193	37	30	49	43	53	45	62	61	68	43	41	55
PF03194	0	0	0	2	0	0	0	0	1	0	0	0
PF03196	0	0	1	0	1	0	1	3	3	0	0	0
PF03198	0	0	0	1	0	2	1	0	2	2	1	4
PF03199	1	0	0	2	0	1	1	0	2	0	0	0
PF03200	9	4	15	20	12	13	25	12	12	13	13	13
PF03203	3	2	6	4	1	0	5	2	0	2	1	3
PF03205	8	3	15	11	14	20	5	19	12	6	14	20
PF03206	3	2	4	6	6	0	7	4	5	3	1	2
PF03208	2	0	0	0	0	0	1	0	0	0	0	0
PF03209	57	25	71	87	54	38	73	42	86	45	39	49
PF03211	1	0	0	3	0	2	1	1	1	1	0	2
PF03212	0	0	0	0	0	0	0	0	1	0	1	0
PF03214	1	1	1	1	1	2	0	1	0	2	2	3
PF03215	14	3	7	11	11	17	14	21	12	7	19	21
PF03219	10	6	3	17	7	7	8	4	9	5	8	8
PF03221	0	0	0	4	0	0	1	1	0	1	0	1
PF03222	5	1	3	3	4	5	3	4	7	5	2	9
PF03223	1	0	0	2	0	0	1	0	0	0	0	0
PF03224	1	0	0	0	0	0	0	0	1	0	0	0
PF03226	0	0	0	2	0	0	0	0	0	0	1	1
PF03227	0	0	2	0	1	4	3	1	1	1	1	3
PF03229	0	0	0	1	0	0	0	0	0	0	0	0
PF03232	5	2	3	12	6	2	8	1	7	11	5	5
PF03235	15	17	32	39	21	18	36	30	38	18	17	27
PF03237	15	21	33	35	29	22	27	31	37	23	13	26
PF03238	1	0	0	0	0	0	0	0	0	0	0	0
PF03239	3	0	2	8	0	0	5	1	9	3	3	2
PF03241	7	6	15	3	8	20	13	23	9	14	32	22
PF03242	0	0	0	0	0	0	1	0	0	0	0	0
PF03243	1	0	0	2	1	3	2	6	1	0	3	3
PF03248	2	0	0	1	0	0	1	0	1	0	0	0
PF03250	0	0	0	0	0	0	0	0	0	1	0	0
PF03253	0	0	4	1	4	1	6	8	0	2	3	5
PF03255	21	12	38	33	29	26	41	37	37	18	20	21
PF03256	0	0	0	0	0	0	0	0	0	0	1	0
PF03259	22	1	6	22	11	30	26	19	32	27	18	20
PF03261	0	0	0	0	0	0	0	0	0	1	0	1
PF03264	13	7	20	15	25	24	30	29	23	25	19	36
PF03265	0	0	2	2	0	0	0	0	0	0	0	0
