Env	Meta	PF00034	PF00037	PF00005	PF13579	PF00534	PF01058	PF05239	PF00106	PF01613	PF13247	PF09459	PF10418	PF12139	PF01568	PF13360	PF00528	PF03404	PF00174	PF14306	PF00258	PF01547	PF12838	PF12831	PF07992	PF00890	PF02635	PF13193	PF04945	PF00557	PF00556	PF02826	PF00009	PF04173	PF04663	PF01553	PF04077	PF04879	PF13501	PF01292	PF13183	PF02662	PF05398	PF07682	PF06099	PF03916	PF07680	PF12798	PF00374	PF11511	PF13237	PF08669	PF00384	PF13442	PF00389	PF00205	PF00202	PF03967	PF09242	PF08770	PF02775	PF02776	PF00175	PF00171	PF07883	PF01370	PF02665	PF02910	PF01507	PF04358	PF01747	PF13746	PF00459	PF01571	PF01077	PF09084	PF01070	PF00124	PF10518	PF00501	PF03144	PF03460	PF00355	PF01583	PF00291	PF00111
marine	4443705.3	45.0	63.0	1207.0	4.0	133.0	14.0	0.0	577.0	27.0	10.0	0.0	2.0	3.0	20.0	0.0	408.0	0.0	38.0	5.0	0.0	55.0	38.0	52.0	266.0	303.0	13.0	149.0	1.0	159.0	2.0	131.0	281.0	0.0	0.0	0.0	1.0	13.0	5.0	9.0	18.0	0.0	4.0	0.0	0.0	5.0	0.0	3.0	1.0	5.0	33.0	137.0	92.0	0.0	45.0	60.0	296.0	7.0	5.0	2.0	109.0	109.0	27.0	0.0	90.0	496.0	0.0	31.0	11.0	3.0	9.0	11.0	111.0	324.0	16.0	0.0	139.0	29.0	11.0	585.0	0.0	16.0	52.0	22.0	197.0	52.0
marine	4443706.3	18.0	21.0	259.0	2.0	34.0	2.0	0.0	139.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	74.0	0.0	9.0	3.0	0.0	7.0	10.0	16.0	55.0	62.0	3.0	26.0	0.0	37.0	0.0	39.0	62.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	12.0	22.0	17.0	0.0	20.0	16.0	87.0	1.0	0.0	0.0	19.0	15.0	11.0	0.0	16.0	86.0	0.0	16.0	4.0	0.0	4.0	4.0	27.0	72.0	4.0	0.0	19.0	2.0	4.0	113.0	0.0	3.0	8.0	10.0	49.0	13.0
marine	4443707.3	15.0	23.0	287.0	0.0	39.0	2.0	0.0	171.0	15.0	1.0	0.0	0.0	1.0	6.0	0.0	95.0	0.0	6.0	2.0	0.0	6.0	14.0	15.0	59.0	69.0	1.0	34.0	0.0	36.0	0.0	37.0	50.0	0.0	0.0	0.0	0.0	3.0	2.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	24.0	10.0	0.0	13.0	12.0	82.0	0.0	1.0	1.0	24.0	20.0	8.0	0.0	35.0	103.0	0.0	13.0	8.0	1.0	4.0	8.0	28.0	60.0	4.0	0.0	18.0	8.0	0.0	159.0	0.0	2.0	12.0	3.0	44.0	10.0
marine	4443708.3	1.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	2.0	1.0
marine	4443709.3	1.0	2.0	22.0	0.0	7.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	7.0	0.0	1.0	0.0	7.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	1.0	1.0	8.0	0.0	0.0	0.0	1.0	5.0	2.0	0.0	0.0	19.0	0.0	0.0	1.0	1.0	0.0	1.0	4.0	5.0	0.0	0.0	3.0	1.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0
marine	4443712.3	49.0	74.0	1077.0	3.0	132.0	14.0	0.0	405.0	30.0	8.0	0.0	0.0	4.0	10.0	0.0	359.0	0.0	28.0	9.0	0.0	53.0	45.0	59.0	235.0	265.0	2.0	118.0	0.0	140.0	1.0	126.0	266.0	0.0	0.0	0.0	0.0	12.0	3.0	11.0	27.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	1.0	3.0	42.0	81.0	79.0	0.0	45.0	44.0	282.0	4.0	1.0	5.0	93.0	70.0	32.0	0.0	56.0	412.0	0.0	39.0	24.0	4.0	10.0	12.0	124.0	290.0	17.0	0.0	94.0	38.0	7.0	478.0	0.0	20.0	65.0	26.0	168.0	45.0
marine	4443713.3	47.0	84.0	1204.0	4.0	171.0	13.0	0.0	486.0	26.0	8.0	0.0	0.0	9.0	22.0	0.0	373.0	0.0	44.0	11.0	0.0	40.0	52.0	64.0	277.0	288.0	4.0	124.0	1.0	139.0	4.0	153.0	316.0	0.0	0.0	0.0	0.0	7.0	3.0	6.0	14.0	0.0	0.0	0.0	0.0	6.0	0.0	4.0	0.0	1.0	52.0	114.0	94.0	0.0	67.0	60.0	271.0	4.0	3.0	1.0	101.0	91.0	27.0	0.0	76.0	467.0	1.0	33.0	26.0	6.0	19.0	12.0	133.0	295.0	19.0	0.0	115.0	32.0	13.0	554.0	0.0	13.0	57.0	45.0	163.0	48.0
marine	4443714.3	53.0	54.0	1006.0	1.0	101.0	9.0	0.0	456.0	25.0	4.0	0.0	0.0	1.0	12.0	0.0	341.0	0.0	19.0	8.0	0.0	56.0	35.0	76.0	222.0	301.0	2.0	104.0	1.0	126.0	1.0	104.0	238.0	0.0	0.0	0.0	0.0	17.0	8.0	10.0	23.0	0.0	2.0	0.0	1.0	4.0	0.0	1.0	0.0	1.0	33.0	112.0	95.0	0.0	54.0	50.0	255.0	3.0	3.0	9.0	85.0	89.0	30.0	0.0	63.0	332.0	1.0	38.0	28.0	0.0	10.0	19.0	85.0	263.0	22.0	0.0	88.0	16.0	5.0	529.0	0.0	20.0	50.0	15.0	192.0	53.0
marine	4443715.3	45.0	44.0	919.0	2.0	88.0	4.0	0.0	410.0	35.0	5.0	0.0	1.0	0.0	22.0	0.0	297.0	0.0	20.0	16.0	0.0	48.0	15.0	71.0	228.0	264.0	4.0	92.0	2.0	104.0	0.0	127.0	217.0	0.0	0.0	0.0	1.0	11.0	6.0	1.0	10.0	0.0	3.0	0.0	0.0	4.0	0.0	4.0	0.0	3.0	21.0	82.0	99.0	0.0	45.0	51.0	246.0	5.0	4.0	10.0	74.0	79.0	30.0	0.0	69.0	293.0	2.0	31.0	21.0	4.0	10.0	8.0	101.0	254.0	18.0	0.0	79.0	13.0	12.0	478.0	0.0	15.0	49.0	30.0	147.0	48.0
marine	4443716.3	40.0	64.0	1023.0	3.0	141.0	6.0	0.0	431.0	45.0	13.0	0.0	1.0	8.0	26.0	0.0	348.0	0.0	19.0	10.0	0.0	48.0	32.0	58.0	259.0	300.0	4.0	98.0	0.0	143.0	2.0	150.0	259.0	0.0	0.0	0.0	0.0	18.0	11.0	9.0	19.0	0.0	1.0	0.0	1.0	4.0	0.0	3.0	0.0	0.0	29.0	93.0	76.0	0.0	52.0	58.0	253.0	2.0	3.0	5.0	58.0	93.0	26.0	0.0	63.0	361.0	1.0	35.0	28.0	1.0	11.0	20.0	108.0	261.0	22.0	0.0	98.0	15.0	9.0	518.0	0.0	20.0	49.0	20.0	183.0	60.0
marine	4443717.3	36.0	56.0	915.0	5.0	120.0	8.0	0.0	362.0	26.0	10.0	0.0	1.0	1.0	11.0	0.0	274.0	0.0	15.0	11.0	0.0	32.0	39.0	69.0	210.0	246.0	3.0	85.0	1.0	112.0	1.0	123.0	237.0	0.0	0.0	0.0	0.0	9.0	3.0	7.0	13.0	0.0	0.0	0.0	1.0	3.0	0.0	3.0	0.0	1.0	36.0	73.0	92.0	0.0	49.0	37.0	218.0	4.0	3.0	1.0	62.0	67.0	23.0	0.0	65.0	335.0	2.0	34.0	22.0	3.0	15.0	12.0	86.0	210.0	13.0	0.0	78.0	10.0	4.0	414.0	0.0	13.0	44.0	20.0	140.0	33.0
marine	4443725.3	33.0	42.0	774.0	6.0	85.0	19.0	0.0	381.0	19.0	10.0	0.0	0.0	0.0	18.0	0.0	233.0	0.0	19.0	2.0	0.0	39.0	28.0	46.0	176.0	286.0	5.0	96.0	0.0	59.0	1.0	100.0	252.0	0.0	0.0	0.0	0.0	11.0	2.0	6.0	12.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	1.0	0.0	27.0	58.0	80.0	0.0	32.0	56.0	194.0	2.0	2.0	2.0	83.0	87.0	21.0	0.0	40.0	204.0	0.0	34.0	17.0	1.0	5.0	12.0	71.0	191.0	7.0	0.0	86.0	20.0	12.0	392.0	0.0	7.0	44.0	14.0	118.0	29.0
marine	4443729.3	35.0	52.0	834.0	2.0	90.0	24.0	0.0	360.0	28.0	6.0	0.0	0.0	3.0	10.0	0.0	278.0	0.0	18.0	2.0	0.0	40.0	39.0	43.0	173.0	275.0	4.0	86.0	0.0	61.0	0.0	112.0	230.0	0.0	0.0	0.0	0.0	8.0	0.0	8.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	33.0	74.0	77.0	0.0	37.0	74.0	191.0	1.0	2.0	3.0	86.0	93.0	17.0	0.0	31.0	240.0	0.0	47.0	29.0	0.0	3.0	6.0	65.0	196.0	9.0	0.0	119.0	19.0	16.0	427.0	0.0	6.0	43.0	17.0	109.0	39.0
marine	4443731.3	9.0	28.0	366.0	2.0	55.0	6.0	0.0	173.0	6.0	1.0	0.0	0.0	8.0	4.0	0.0	106.0	0.0	7.0	1.0	0.0	10.0	14.0	22.0	88.0	120.0	0.0	47.0	1.0	45.0	0.0	78.0	112.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	15.0	37.0	31.0	0.0	20.0	25.0	90.0	0.0	0.0	0.0	29.0	52.0	9.0	0.0	8.0	115.0	0.0	20.0	1.0	0.0	5.0	2.0	42.0	89.0	6.0	0.0	59.0	9.0	6.0	185.0	0.0	1.0	13.0	9.0	67.0	24.0
marine	4443732.3	12.0	43.0	441.0	1.0	57.0	9.0	0.0	177.0	9.0	2.0	0.0	0.0	8.0	7.0	0.0	77.0	0.0	12.0	4.0	0.0	16.0	24.0	23.0	106.0	138.0	2.0	52.0	0.0	58.0	0.0	75.0	151.0	0.0	0.0	0.0	0.0	3.0	1.0	3.0	13.0	0.0	1.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	23.0	57.0	30.0	0.0	32.0	37.0	90.0	0.0	2.0	1.0	47.0	53.0	10.0	0.0	25.0	131.0	1.0	23.0	8.0	0.0	2.0	4.0	52.0	132.0	7.0	0.0	82.0	15.0	3.0	268.0	0.0	7.0	15.0	10.0	71.0	19.0
marine	4443766.3	12.0	50.0	573.0	3.0	90.0	21.0	0.0	252.0	23.0	3.0	0.0	1.0	5.0	6.0	0.0	138.0	0.0	7.0	14.0	0.0	21.0	22.0	31.0	131.0	188.0	3.0	61.0	0.0	67.0	1.0	73.0	219.0	0.0	0.0	0.0	1.0	5.0	1.0	3.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	18.0	50.0	39.0	0.0	41.0	28.0	163.0	2.0	0.0	3.0	72.0	54.0	11.0	0.0	30.0	182.0	0.0	28.0	17.0	0.0	8.0	9.0	77.0	128.0	16.0	0.0	78.0	88.0	5.0	291.0	0.0	14.0	24.0	27.0	130.0	35.0
marine_oligotrophic	4449103.3	301.0	343.0	3429.0	70.0	604.0	101.0	0.0	2023.0	74.0	33.0	5.0	14.0	27.0	102.0	0.0	1279.0	0.0	65.0	33.0	0.0	190.0	232.0	238.0	873.0	1028.0	13.0	353.0	10.0	441.0	0.0	604.0	747.0	0.0	0.0	0.0	10.0	62.0	23.0	8.0	129.0	10.0	0.0	0.0	0.0	57.0	0.0	21.0	2.0	0.0	215.0	280.0	293.0	167.0	203.0	268.0	833.0	0.0	8.0	18.0	504.0	428.0	77.0	0.0	270.0	1603.0	4.0	150.0	68.0	11.0	53.0	85.0	311.0	653.0	48.0	0.0	312.0	49.0	30.0	1542.0	345.0	43.0	250.0	91.0	694.0	211.0
marine_oligotrophic	4449104.3	252.0	337.0	4675.0	70.0	793.0	64.0	0.0	2296.0	131.0	24.0	0.0	0.0	24.0	61.0	0.0	1607.0	0.0	63.0	14.0	0.0	337.0	226.0	257.0	1292.0	1413.0	16.0	459.0	0.0	530.0	3.0	776.0	1489.0	0.0	0.0	0.0	0.0	39.0	9.0	45.0	134.0	0.0	1.0	0.0	0.0	20.0	0.0	14.0	0.0	0.0	222.0	387.0	319.0	131.0	304.0	298.0	968.0	12.0	21.0	12.0	491.0	486.0	101.0	0.0	253.0	2034.0	1.0	246.0	138.0	10.0	35.0	85.0	573.0	862.0	37.0	0.0	653.0	123.0	20.0	1997.0	556.0	38.0	222.0	104.0	892.0	279.0
marine_oligotrophic	4494598.3	1.0	6.0	51.0	2.0	10.0	2.0	0.0	25.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	14.0	0.0	1.0	0.0	0.0	3.0	5.0	2.0	11.0	14.0	1.0	5.0	0.0	5.0	0.0	5.0	17.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	2.0	0.0	4.0	4.0	9.0	0.0	0.0	0.0	14.0	7.0	2.0	0.0	5.0	29.0	0.0	3.0	1.0	0.0	0.0	1.0	4.0	7.0	0.0	0.0	2.0	3.0	2.0	23.0	13.0	0.0	2.0	3.0	8.0	4.0
marine_oligotrophic	4494602.3	1.0	0.0	20.0	0.0	3.0	0.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	4.0	5.0	0.0	7.0	0.0	2.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	4.0	1.0	0.0	0.0	3.0	1.0	1.0	0.0	3.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	31.0	0.0	10.0	2.0	0.0	2.0	2.0	2.0	3.0
marine_oligotrophic	4494607.3	15.0	22.0	401.0	11.0	97.0	8.0	0.0	187.0	15.0	4.0	0.0	0.0	1.0	11.0	0.0	132.0	0.0	2.0	3.0	0.0	15.0	21.0	24.0	111.0	106.0	5.0	33.0	0.0	38.0	0.0	58.0	117.0	0.0	0.0	0.0	0.0	14.0	1.0	5.0	11.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	20.0	16.0	36.0	11.0	15.0	25.0	83.0	1.0	0.0	1.0	44.0	35.0	8.0	0.0	31.0	183.0	1.0	10.0	13.0	1.0	6.0	6.0	43.0	57.0	11.0	0.0	27.0	26.0	1.0	153.0	39.0	12.0	15.0	8.0	64.0	30.0
marine_oligotrophic	4539502.3	1747.0	2511.0	43801.0	424.0	10062.0	645.0	0.0	16561.0	1029.0	102.0	0.0	1.0	275.0	474.0	0.0	12998.0	0.0	334.0	152.0	0.0	2580.0	1637.0	1866.0	9621.0	9340.0	256.0	3499.0	5.0	4693.0	21.0	6385.0	9250.0	0.0	0.0	0.0	10.0	248.0	66.0	671.0	1057.0	1.0	24.0	0.0	0.0	184.0	2.0	121.0	4.0	1.0	1735.0	4215.0	2872.0	921.0	2653.0	2415.0	6943.0	39.0	45.0	81.0	3689.0	3243.0	574.0	0.0	1765.0	20663.0	31.0	1705.0	879.0	44.0	221.0	777.0	4743.0	9045.0	146.0	0.0	3894.0	315.0	302.0	15332.0	3621.0	157.0	1617.0	876.0	6361.0	1849.0
marine_oligotrophic	4539503.3	146.0	267.0	3654.0	62.0	805.0	57.0	0.0	1581.0	108.0	25.0	0.0	0.0	16.0	41.0	0.0	998.0	0.0	34.0	38.0	0.0	190.0	165.0	157.0	807.0	826.0	33.0	317.0	3.0	379.0	1.0	488.0	981.0	0.0	0.0	0.0	0.0	29.0	19.0	44.0	91.0	0.0	1.0	0.0	0.0	12.0	2.0	8.0	0.0	0.0	177.0	205.0	226.0	92.0	175.0	195.0	650.0	11.0	10.0	17.0	311.0	311.0	86.0	0.0	286.0	2465.0	2.0	145.0	173.0	14.0	49.0	70.0	354.0	488.0	62.0	0.0	303.0	467.0	29.0	1361.0	373.0	49.0	152.0	137.0	627.0	222.0
marine_oligotrophic	4539504.3	605.0	996.0	22849.0	202.0	7282.0	241.0	0.0	7878.0	467.0	20.0	0.0	1.0	108.0	205.0	0.0	4828.0	0.0	167.0	115.0	0.0	613.0	593.0	733.0	4074.0	3347.0	115.0	1444.0	2.0	2264.0	5.0	2952.0	3709.0	0.0	0.0	0.0	17.0	112.0	41.0	368.0	361.0	0.0	5.0	0.0	0.0	62.0	0.0	50.0	0.0	0.0	660.0	2248.0	1518.0	285.0	1347.0	986.0	3053.0	8.0	26.0	45.0	1341.0	1065.0	206.0	0.0	839.0	14153.0	19.0	759.0	434.0	30.0	159.0	285.0	2750.0	4314.0	83.0	0.0	1371.0	68.0	106.0	6652.0	1350.0	84.0	728.0	577.0	2428.0	593.0
marine_oligotrophic	4539505.3	110.0	178.0	3072.0	64.0	987.0	41.0	0.0	1221.0	88.0	3.0	0.0	3.0	4.0	33.0	0.0	618.0	0.0	21.0	49.0	0.0	65.0	94.0	112.0	649.0	597.0	9.0	178.0	3.0	270.0	0.0	356.0	563.0	0.0	0.0	0.0	1.0	26.0	10.0	16.0	51.0	0.0	1.0	0.0	0.0	11.0	0.0	3.0	0.0	0.0	99.0	166.0	184.0	64.0	135.0	100.0	455.0	0.0	3.0	5.0	217.0	163.0	44.0	0.0	349.0	3939.0	2.0	106.0	76.0	12.0	52.0	41.0	312.0	346.0	71.0	0.0	177.0	383.0	12.0	861.0	231.0	55.0	155.0	145.0	417.0	213.0
marine_oligotrophic	4539506.3	36.0	39.0	426.0	9.0	165.0	8.0	0.0	179.0	7.0	2.0	0.0	0.0	0.0	6.0	0.0	58.0	0.0	9.0	3.0	0.0	8.0	27.0	17.0	73.0	82.0	2.0	27.0	3.0	48.0	1.0	49.0	129.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	16.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	26.0	10.0	25.0	22.0	18.0	21.0	79.0	0.0	0.0	0.0	28.0	27.0	22.0	0.0	41.0	413.0	0.0	15.0	26.0	0.0	2.0	7.0	46.0	37.0	9.0	0.0	15.0	45.0	2.0	120.0	49.0	11.0	18.0	28.0	77.0	21.0
marine_oligotrophic	4539507.3	281.0	637.0	6405.0	39.0	1694.0	135.0	0.0	2866.0	90.0	19.0	5.0	39.0	59.0	132.0	0.0	1886.0	0.0	94.0	92.0	0.0	316.0	430.0	259.0	1396.0	1358.0	10.0	501.0	2.0	913.0	1.0	983.0	1446.0	0.0	1.0	0.0	2.0	83.0	23.0	43.0	189.0	4.0	0.0	0.0	0.0	37.0	0.0	31.0	1.0	1.0	401.0	574.0	529.0	151.0	372.0	398.0	1486.0	0.0	14.0	23.0	730.0	508.0	154.0	0.0	370.0	4216.0	7.0	248.0	146.0	9.0	145.0	158.0	795.0	1364.0	93.0	0.0	577.0	8.0	56.0	2451.0	542.0	70.0	473.0	241.0	1194.0	327.0
marine_oligotrophic	4539508.3	259.0	546.0	5642.0	89.0	1828.0	112.0	0.0	2639.0	136.0	25.0	2.0	10.0	31.0	97.0	0.0	1689.0	0.0	53.0	38.0	0.0	191.0	369.0	252.0	1308.0	1307.0	28.0	465.0	11.0	643.0	2.0	914.0	1256.0	0.0	0.0	0.0	5.0	71.0	9.0	47.0	198.0	4.0	1.0	0.0	1.0	31.0	0.0	25.0	7.0	0.0	363.0	411.0	466.0	126.0	349.0	355.0	1053.0	1.0	8.0	14.0	636.0	509.0	97.0	0.0	576.0	4850.0	10.0	283.0	140.0	25.0	62.0	128.0	571.0	949.0	78.0	0.0	469.0	138.0	42.0	1960.0	504.0	47.0	283.0	205.0	921.0	326.0
marine_oligotrophic	4539509.3	66.0	132.0	1084.0	22.0	373.0	20.0	0.0	573.0	26.0	8.0	0.0	3.0	4.0	26.0	0.0	250.0	0.0	21.0	14.0	0.0	36.0	85.0	67.0	251.0	284.0	3.0	94.0	1.0	100.0	0.0	156.0	263.0	0.0	0.0	0.0	1.0	11.0	2.0	3.0	42.0	2.0	0.0	0.0	0.0	10.0	0.0	1.0	2.0	0.0	87.0	46.0	76.0	27.0	61.0	52.0	207.0	0.0	1.0	7.0	152.0	90.0	32.0	0.0	174.0	1073.0	1.0	30.0	61.0	10.0	12.0	27.0	96.0	122.0	18.0	0.0	93.0	115.0	9.0	390.0	88.0	12.0	70.0	46.0	189.0	73.0
marine_oligotrophic	4539510.3	216.0	397.0	3889.0	83.0	1106.0	76.0	0.0	2196.0	86.0	37.0	3.0	13.0	18.0	89.0	0.0	1249.0	0.0	88.0	31.0	0.0	138.0	242.0	201.0	890.0	881.0	36.0	362.0	14.0	433.0	0.0	665.0	761.0	0.0	2.0	0.0	2.0	58.0	13.0	31.0	144.0	0.0	0.0	0.0	0.0	31.0	0.0	18.0	12.0	0.0	254.0	242.0	362.0	101.0	267.0	312.0	824.0	1.0	4.0	12.0	554.0	458.0	84.0	0.0	475.0	3107.0	6.0	133.0	112.0	17.0	40.0	88.0	353.0	558.0	54.0	0.0	320.0	146.0	37.0	1557.0	292.0	44.0	239.0	139.0	699.0	202.0
marine_oligotrophic	4539511.3	63.0	84.0	865.0	21.0	307.0	18.0	0.0	435.0	21.0	7.0	1.0	3.0	1.0	10.0	0.0	220.0	0.0	18.0	6.0	0.0	27.0	43.0	34.0	184.0	168.0	5.0	74.0	3.0	93.0	1.0	146.0	226.0	0.0	0.0	0.0	2.0	11.0	5.0	4.0	26.0	3.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	46.0	37.0	79.0	29.0	57.0	67.0	158.0	0.0	1.0	0.0	128.0	99.0	33.0	0.0	133.0	862.0	3.0	38.0	46.0	7.0	11.0	19.0	56.0	87.0	10.0	0.0	48.0	88.0	11.0	329.0	81.0	8.0	39.0	40.0	174.0	61.0
marine_oligotrophic	4539512.3	52.0	40.0	605.0	18.0	180.0	5.0	0.0	310.0	22.0	4.0	0.0	3.0	0.0	11.0	0.0	90.0	0.0	13.0	7.0	0.0	6.0	22.0	26.0	128.0	132.0	3.0	52.0	3.0	70.0	2.0	60.0	179.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	16.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	25.0	25.0	32.0	22.0	18.0	21.0	128.0	1.0	0.0	0.0	48.0	44.0	21.0	0.0	52.0	440.0	0.0	25.0	25.0	2.0	8.0	13.0	52.0	53.0	14.0	0.0	26.0	29.0	10.0	291.0	50.0	15.0	31.0	26.0	81.0	23.0
marine_oligotrophic	4539513.3	261.0	435.0	4599.0	80.0	1447.0	110.0	0.0	2481.0	92.0	29.0	2.0	19.0	20.0	99.0	0.0	1470.0	0.0	72.0	44.0	0.0	199.0	274.0	221.0	1002.0	1090.0	38.0	396.0	7.0	531.0	0.0	865.0	1005.0	0.0	0.0	0.0	7.0	64.0	9.0	47.0	169.0	2.0	0.0	0.0	0.0	38.0	0.0	11.0	2.0	0.0	272.0	346.0	353.0	120.0	353.0	423.0	995.0	2.0	12.0	15.0	629.0	581.0	95.0	0.0	496.0	3546.0	3.0	187.0	113.0	16.0	55.0	102.0	498.0	786.0	67.0	0.0	402.0	106.0	49.0	1868.0	419.0	45.0	246.0	142.0	781.0	247.0
marine_oligotrophic	4494599.3	63.0	57.0	484.0	21.0	82.0	10.0	0.0	360.0	17.0	6.0	0.0	0.0	2.0	23.0	0.0	182.0	0.0	14.0	3.0	8.0	23.0	33.0	46.0	115.0	144.0	2.0	57.0	2.0	55.0	0.0	101.0	131.0	0.0	0.0	0.0	0.0	20.0	3.0	10.0	21.0	0.0	0.0	0.0	0.0	8.0	0.0	5.0	0.0	0.0	35.0	31.0	49.0	0.0	35.0	56.0	156.0	0.0	0.0	3.0	122.0	87.0	7.0	0.0	69.0	234.0	0.0	20.0	24.0	1.0	7.0	14.0	47.0	65.0	13.0	18.0	59.0	20.0	6.0	214.0	67.0	8.0	41.0	11.0	110.0	29.0
marine_oligotrophic	4494600.3	48.0	43.0	522.0	29.0	91.0	7.0	0.0	432.0	5.0	7.0	0.0	0.0	0.0	20.0	0.0	136.0	0.0	7.0	8.0	4.0	19.0	28.0	28.0	106.0	147.0	1.0	62.0	3.0	48.0	0.0	76.0	124.0	0.0	1.0	0.0	0.0	10.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	31.0	19.0	48.0	0.0	42.0	54.0	133.0	0.0	0.0	1.0	53.0	78.0	12.0	0.0	52.0	229.0	2.0	17.0	8.0	0.0	9.0	10.0	42.0	56.0	8.0	16.0	29.0	11.0	4.0	260.0	70.0	7.0	30.0	14.0	114.0	29.0
marine_oligotrophic	4494601.3	101.0	95.0	874.0	34.0	179.0	17.0	0.0	763.0	16.0	16.0	2.0	0.0	1.0	40.0	0.0	259.0	0.0	26.0	11.0	6.0	31.0	60.0	68.0	256.0	278.0	5.0	117.0	11.0	85.0	0.0	198.0	190.0	0.0	1.0	0.0	2.0	26.0	4.0	12.0	48.0	1.0	0.0	0.0	0.0	13.0	0.0	2.0	2.0	0.0	65.0	41.0	101.0	0.0	61.0	70.0	206.0	0.0	2.0	3.0	143.0	123.0	30.0	0.0	91.0	423.0	2.0	30.0	15.0	6.0	27.0	33.0	68.0	92.0	26.0	33.0	92.0	26.0	14.0	412.0	95.0	17.0	78.0	33.0	180.0	47.0
marine_oligotrophic	4494603.3	40.0	26.0	198.0	15.0	70.0	2.0	0.0	147.0	3.0	5.0	0.0	0.0	0.0	5.0	0.0	54.0	0.0	4.0	3.0	4.0	4.0	15.0	24.0	45.0	84.0	2.0	24.0	1.0	27.0	0.0	40.0	59.0	0.0	2.0	0.0	0.0	5.0	1.0	0.0	10.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	17.0	13.0	21.0	0.0	18.0	19.0	50.0	0.0	0.0	0.0	23.0	24.0	2.0	0.0	25.0	146.0	0.0	10.0	6.0	5.0	1.0	4.0	24.0	27.0	4.0	10.0	18.0	15.0	7.0	96.0	27.0	3.0	12.0	10.0	34.0	15.0
marine_oligotrophic	4494604.3	82.0	55.0	470.0	21.0	110.0	12.0	0.0	309.0	5.0	2.0	1.0	3.0	1.0	13.0	0.0	109.0	0.0	6.0	4.0	6.0	20.0	37.0	38.0	82.0	118.0	1.0	32.0	2.0	57.0	0.0	66.0	120.0	0.0	0.0	0.0	1.0	11.0	0.0	3.0	18.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	35.0	26.0	53.0	0.0	29.0	37.0	114.0	0.0	0.0	1.0	86.0	53.0	10.0	0.0	48.0	265.0	0.0	23.0	19.0	2.0	5.0	17.0	45.0	69.0	9.0	8.0	45.0	29.0	8.0	184.0	55.0	13.0	26.0	17.0	90.0	27.0
